"English Term","Arabic Term"
"Impose (to) political duties","يفرض الواجبات السياسية"
"Impose (to) political power","يفرض السلطة السياسية"
"Impose (to) power","يفرض السلطة"
"Imposed obligations on states","الالتزامات المفروضة على الدول"
"Imposed restrictions","قيود إلزامية"
"Improper diplomatic terms","تعابير دبلوماسية غير لائقة"
"In circulation","قيد التداول"
"Inaugural ceremony","احتفال التدشين"
"Inaugural speech","كلمة الافتتاح"
"Incite (to) to disorder","يُحَرِّض على الإخلال بالنظام"
"Incite (to) to war","يُحَرِّض على الحرب"
"Independence","استقلال"
"Independent cities","مدن مستقلة"
"Independent cities","مُدُن مستقلة"
"Independent press forum","منبر الصحافة الحرة"
"Independent state","دولة مُستقلة"
"Independent state","دولة مُستقلّة"
"independent states","المستقلة"
"Indignation of public opinion","سخط الرأي العام"
"Individual rights","حريات فردية"
"Influence zone","منطقة نفوذ"
"Informal meeting","اجتماع غير رسمي"
"Informed circles","أوساط مُطلعة"
"Infringe (to) covenant","ينقض العهد"
"Infringe (to) neutrality conditions","ينتهك شروط الحياد"
"Infringe (to) neutrality","ينتهك شروط الحياد"
"Infringe (to) sanctities","ينتهك الحُرُمات"
"Infringe (to) the regulations","يُخالف الأنظمة"
"Infringe (to) the treaty","ينقض المعاهدة"
"Inhuman treatment of political prisoners","معاملة غي إنسانية للسجناء السياسيين"
"Inhuman treatment of political prisoners","مُعَامَلَة غَيْر إِنْسَانِيَّة لِلسِّجْنَاءِ السِّيَاسِيِّين"
"Initiative for peace","مبادرة للسلام"
"Integration of political community","تكامل المجتمع السياسي"
"Integration of political facts","تكامل الوقائع السياسية"
"Intelligence agency","إدارة المخابرات"
"Intelligence forces","قوات الأمن السري ) المخابرات )"
"Intensive negotiations","مفاوضات مُكثفة"
"Intensive negotiations","مُفاوضات مُكثفة"
"Interaction between populations","تواصل بين الشعوب"
"Interdependence strategy","ترابط استراتيجي"
"Intergovernmental conferences","مؤتمرات مشتركة بين الحكومات"
"Intergovernmental","مؤتمرات مشتركة بين الحكومات"
"Interlocutory discussions","مُحادثات تمهيدية"
"Internal directions","توجيهات داخلية"
"Internal sovereignty","سيادة داخلية"
"International affairs","شؤون دولية"
"International Aid forces","قوات الإغاثة الدولية"
"International Aid Mission","اللجنة الدولية للإغاثة"
"International Amnesty","منظمة العفو الدولية"
"International apathy","فتور دولي"
"International arbitrary","حكم دولي"
"International arbitration procedures","إجراءات التحكيم الدولية"
"International arbitration","تحكيم دولي"
"International Arbitration","محاكم التحكيم الدولية"
"International arrangements","إجراءات دولية"
"International Atomic Energy Committee (IAEC)","اللجنة الدولية للطاقة الذرية"
"International Atomic Energy","الوكالة الدولية للطاقة الذرية"
"International attack","هجمة دولية"
"International centers","مهام المراكز الدولية"
"International circles","أوساط دولية"
"International commands أوامر دولية","باسم"
"International commands","أوامر دولية"
"International commitment","تعهد دولي"
"International commitment","تعهّد دولي"
"International committee","لجنة دولية"
"International community","المجتمع الدولي أو الأسرة الدولية"
"International community","المُجْتَمَع الدُّوَلِيّ أَو الأُسْرَة الدَّوْلِيَّة"
"International complicity in political events","تورّط دولي في الأحداث السياسية"
"International concern","قلق دولي"
"International concessions","تنازلات دولية"
"International condemnation","إدانة دولية"
"International conference","مؤتمر دولي"
"International conflicts sources","أسباب النزاعات الدولية"
"International conflicts","أسباب النزاعات الدولية"
"International Congress for Peace","المؤتمر الدولي للسلام"
"International Congress for the Maintenance of Peace","المؤتمر الدولي لحفظ السلام"
"International Congress for the Sustenance of Peace","المؤتمر الدولي لدعم السلام"
"International Congress for","المؤتمر الدولي لدعم السلام"
"International Congress for","المؤتمر الدولي لحفظ السلام"
"International Congress for","المؤتمر الدولي للسلام"
"International conventions","اتفاقيات دولية"
"International cooperation","تعاون دولي"
"International corruption","فساد دولي"
"International court","محكمة دولية"
"International Criminal Police","المنظمة الدولية للشرطة الجنائية"
"International Criminal Police","المنظمة الدولية للشرطة"
"International custom","عرف دولي"
"International diplomatic reaction","ردّة فعل دبلوماسية دوليّة"
"International disputes","نزاعات – خلافات دولية"
"International disputes","نِزاعات – خلافات دولية"
"International equilibrium","توازن دولي"
"International existence","تواجد على الساحة الدولية"
"International expert","خبير دولي"
"International Forces for the Maintenance of Peace","القوّات الدولية لحفظ السلام"
"International forces","قوّات دولية"
"International forum","محكمة ميدانية دولية"
"International framework","إطار دولي"
"International High Court of Justice","محكمة العدل الدولية العليا"
"International humanitarian forces","القوات الإنسانية الدولية"
"International institutions","مؤسسات دولية"
"International Intelligence Net","الشبكة الدولية للمخابرات"
"International Intelligence","الشبكة الدولية للمخابرات"
"International intervention group","فريق التدخل الدولي"
"International intervention","تدخل دولي"
"International Investigation Committee","لجنة التحقيق الدولية"
"International investigation","تحقيق أو استقصاء دولي"
"International Investigations Office","مكتب التحقيقات الدولي"
"International isolation","عزلة دولية"
"International legal dispositions","تدابير قانونية دولية"
"International legal","تدابير قانونية دولية"
"International legality","شرعية دولية"
"International mediation team","فريق الوساطة الدولية"
"International mediation","وساطة دولية"
"International misunderstanding","سوء تفاهم دولي"
"International obligations","التزامات دولية"
"International organizations","منظمات دولية"
"International pacts","مواثيق دولية"
"International plan","مُخطط دولي"
"International police","شرطة دولية"
"International political interests","المصالح السياسية الدولية"
"International political plan","مُخطط سياسي دولي"
"International pressures","ضغوط دولية"
"International preventative measures","تدابير احترازية دولية"
"International preventative","تدابير احترازية دولية"
"International prohibition","حظر دولي"
"International recognition","اعتراف دولي"
"International reconciliation pact","ميثاق المصالحة الدولية"
"International relations law","قانون العلاقات الدولية"
"International relations","علاقات دولية"
"International resolutions","قرارات دولية"
"International responsibility","مسؤولية دولية"
"International rivalry","مُنافسة دولية"
"International shock","صدمة عالمية"
"International solidarity relations","علاقات التضامن الدولي"
"International solidarity","تضامن دولي"
"International sovereignty","سيادة دولية"
"International supervision","إشراف دولي"
"International support","دعم دولي"
"International symposium","ندوة دولية"
"International transit conventions","اتفاقيات المرور الدولية"
"International understanding","تفاهم دولي"
"International will","رغبة دولية"
"International world situation","الوضع السياسي الدولي"
"Internationalization","تدويل"
"Interpellation","استجواب الوزراء أو النواب"
"Interpol","بوليس (شرطة) دولي"
"Interpol","ت"
"Interpretation of international law","تفسير القانون الدولي"
"Interpretation of","تفسير القانون الدولي"
"Intervention of western countries","تدخّل الدول الغربية"
"Intervention of western","تدخل الدول الغربية"
"Invade (to) the enemy","يقتحم صفوف العدو"
"Invalidate (to) ballot","يُلغي الاقتراع"
"Invasion of cities","اجتياح المدن"
"Invested with power","مُفَوَّض بالسلطة"
"Inviolability of domicile","حرمة المسكن"
"Inviolability of liberties","عدم انتهاك الحريات"
"Involvement in war","تورّط في الحرب"
"Isolated state","دولة معزولة"
"Isolation of political prisoners","عزل السجناء السياسيين"
"Issue (to) a denial in broadcasting","يُصدر تكذيباً في الإذاعة"
"Issue (to) a denial in newspapers","يُصدر تكذيباً في الصحف"
"Issue (to) a denial in","يُصدر تكذيباً في الإذاعة"
"Issue (to) a denial in","يُصدر تكذيباً في الصحف"
"Jam (to) on broadcasting","يُشوِّش على الإرسال الإذاعي"
"Jam (to) on broadcasting","يُشَوِّش على الإرسال الإذاعي"
"Join (to) an alliance","ينضم إلى تحالف"
"Joint appeal","نداء مُشترك"
"Joint authority","سلطة مشتركة"
"Joint authority","سلطة مُشتركة"
"Joint diplomatic consultations","مُشاورات دبلوماسية مشتركة"
"Joint diplomatic statement","بيان دبلوماسي مُشترك"
"Joint international appeal for peace","نداء دولي مشترك لأجل السلام"
"Joint international appeal for","نداء دولي مشترك لأجل السلام"
"Joint international forces","قوّات دولية مُشتركة"
"Joint meeting","اجتماع مُشترك"
"Joint negotiations","مُفاوضات مُشتركة"
"Joint peace efforts","جهود مُشتركة لأجل السلام"
"Joint resolution","قرار مشترك"
"Joint resolution","قرار مُشترك"
"Joint session","جلسة مشتركة"
"Joint session","جلسة مُشتركة"
"Jointed appeal form the","نداء مُشترك من الدول المستقلة"
"Jointed appeal form the","نداء مُشترك من الدول"
"Journalist","صحفي"
"Jungle law","شريعة الغاب"
"Jus gentium","قانون الشعوب"
"Justification of political events","تبرير الأحداث السياسية"
"Justification of political facts","تبرير الوقائع السياسية"
"Kidnapping","اختطاف"
"L","نشر"
"Land domain of war","الميدان البري للحرب"
"Land domain of war","الميدان البَرِّي للحرب"
"Land for peace convention","اتفاق الأرض مقابل السلام"
"Land for peace convention","اتفاق الأرض مُقابل السلام"
"Land for peace","الأرض مُقابل السلام"
"Land route connections","طرق برية"
"Land settlement","استيطان الأرض"
"Land war","حرب برية"
"Lasting peace","سلام دائم"
"Law customs of war","القوانين العرفية للحروب"
"Law making authority","السلطة المُشرّعة"
"Law making authority","السلطة المُشرَّعة"
"Law of the protection of information","قانون حماية المعلومات"
"Lay (to) a complaint","يتقدم بشكوى"
"Lay (to) a complaint","يتقدّم بشكوى"
"Leader of people movement","قائد الحركة الشعبية"
"Leadership concept","مفهوم القيادة"
"Leadership","قيادة – زعامة"
"Leading party","حزب قائد"
"Leaflet","نشرة صغيرة"
"League of Nations","عصبة الأمم"
"Leftist parties","أحزاب اليسار"
"Leftist party","حزب يساري"
"Leftist","يساري"
"Legal discrimination","تمييز من الناحية القانونية"
"Legal dispositions","إجراءات قانونية"
"Legal document","وثيقة قانونية"
"Legal government","حكومة شرعية"
"Legal recognition","اعتراف قانوني"
"Legal requirements of states","المتطلبات الشرعية للدول"
"Legal requirements of states","المُتَطَلَّبَات الشَّرْعِيَّة لِلدُّوَل"
"Legal rights","حقوق شرعية"
"Legal status of aliens","الوضع القانوني للأجانب"
"Legalize (to) the decision","يُعلن شرعية القرار"
"Legislative assembly","مجلس تشريعي"
"Legislative corps","الهيئة التشريعية"
"Legislative decree","مرسوم تشريعي"
"Legislative elections","انتخابات تشريعية"
"Legislative function","مهمة تشريعية"
"Legislative function","مُهَمَّة تشريعية"
"Legislator ship","سلطة التشريع"
"Legitimacy of international laws","شرعية القوانين الدولية"
"Legitimate resistance","مقاومة مشروعة"
"Legitimate self defense","دفاع مشروع عن النفس"
"Letter of confirmation","كتاب تأكيد"
"Letter of credentials","كتاب الاعتماد الدبلوماسي"
"Liaison office","مكتب الارتباط"
"Liaison officer","ضابط الارتباط"
"Liberal party","حزب ليبرالي"
"Liberal state","دولة ليبرالية"
"Liberalism","ليبرالية أو مذهب الأحرار"
"Liberate (to) captives","يُحَرِّر الأسرى"
"Liberation of captives","تحرير الأسرى"
"Liberation of political prisoners","تحرير السجناء السياسيين"
"Liberation","تحرير"
"Liberations fights","معارك التحرير"
"Liberations fights","مُعَارِك التَّحْرِير"
"Liberations movements","حركات التحرير"
"Liberty notion","مفهوم الحرية"
"Liberty of action","حرية التصرف"
"Liberty of autonomy","حرية الحكم الذاتي"
"Liberty of believes","حرية المعتقدات الدينية"
"Liberty of citizens towards law","حرية المواطنين تجاه القانون"
"Liberty of communication","حرية الاتصالات"
"Liberty of cultural exchange","حرية التبادل الثقافي"
"Liberty of entry","حرية الدخول إلى دولة"
"Liberty of expression","حرية التعبير عن الرأي"
"Liberty of ideology","حرية عقائدية"
"Liberty of media and press","حرية الصحافة والإعلام"
"Liberty of movement","حرية التحرك"
"Liberty of participation in power","حرية المشاركة في السلطة"
"Liberty of passage","حرية المرور"
"Liberty of protest","حرية الاحتجاج"
"Liberty of self determination","حرية تقرير المصير"
"Liberty of speech and writing","حرية الكلام والكتابة"
"Liberty of vote","حرية الانتخاب"
"Liberty","حرية - استقلالية"
"life","السياسية"
"Limitation of armaments","الحدّ من التسلّح"
"Limitation of atomic arms","الحدّ من الأسلحة الذرية"
"Limitation of military operations","الحدّ من العمليات العسكرية"
"Limitation of nuclear arms","الحدّ من الأسلحة النووية"
"List of voters","قائمة الناخبين"
"Living shields","دروع بشرية"
"Local authority","سلطة محلية"
"Local authority","سلطة محليّة"
"Local banishment","حظر الإقامة"
"Local government","حكومة محلية"
"Local government","حكومة محليّة"
"Local law","قانون محلي"
"Local law","قانون محليّ"
"Local media","إعلام محلي"
"Local media","إعلام محليّ"
"Local preventative procedures","تدابير احترازية محلية"
"Local preventative","تدابير احترازية محلية"
"Long term ceasefire","توقف طويل الأمد للقتال"
"Long term policy","سياسة بعيدة المدى"
"M","نشر"
"Maiden city","مدينة لم يسبق اقتحامها"
"Main points in negotiations","النقاط الرئيسية في المفاوضات"
"Maintenance of Peace","ل"
"Major allay","حليف رئيسي"
"Major committee of war","لجنة أركان حرب"
"Major stability element","العامل الرئيسي للاستقرار"
"Major world force","قوى دولية عظمى"
"Majority interest","حصة الأغلبية"
"Majority opinion","رأي الأغلبية"
"Majority power","سلطة الأغلبية"
"Majority vote","تصويت بالأغلبية"
"Majority","أغلبية"
"Make (to) concessions","يُقدم التنازلات"
"Make (to) concessions","يُقدّم التنازلات"
"Mandate committee","لجنة الانتدابات"
"Mandate of voting","تفويض بالتصويت"
"Mandate","انتداب"
"Mandated state","دولة تحت الانتداب"
"Manifest (to) partiality","يُظهر التحيز"
"Manifest (to) partiality","يُظهر التحيّز"
"Manifestations","تظاهرات"
"Manipulate (to) elections","يتلاعب بالانتخابات"
"Manipulate (to) people destiny","يتلاعب بمصير الشعوب"
"Maritime blockade","حصار بحري"
"Martial council","مجلس عرفي"
"Martial court","محكمة عرفية"
"Martial law","قانون الأحوال العرفية"
"Martyrdom","استشهاد"
"Martyrs","شهداء"
"Mass destruction","دمار شامل"
"Mass media","إعلام جماهيري"
"Mass meeting","اجتماع جماهيري"
"Mass military attack","هجوم عسكري كثيف"
"Mass movement","حركة جماهيرية"
"Master of ceremonies","مدير التشريفات"
"Material support","دعم مادي"
"Mayor","محافظ"
"Mechanism of political parties","آلية عمل الأحزاب السياسية"
"Mechiavalism principle","مبدأ الميكانيكية ( أي الخداع السياسي)"
"Mechiavalism principle","مبدأ الميكيافلية ( أي الخداع السياسي )"
"Media means role","دور وسائل الإعلام"
"Media of information","وسائل الإعلام"
"Media of publications and propaganda","وسائل النشر والدعاية"
"Memorable facts","وقائع تاريخية مشهودة"
"Memorandum of the meeting","مذكرة بوقائع الاجتماع"
"Memorandum of the meeting","مُذكّرة بوقائع الاجتماع"
"Memorial day","يوم تاريخي"
"Memorial political events","أحداث سياسية مشهودة"
"Memorial session","جلسة تذكارية"
"Memorial tablet","لوحة تذكارية"
"Merit of the post","استحقاق المنصب"
"Method of prisoners torture","أساليب تعذيب السجناء"
"Middle East Crisis","أزمة الشرق الأوسط"
"Middle East","الشرق الأوسط"
"Military attaché","ملحق عسكري"
"Military attaché","مُلحق عسكري"
"Military force","قوة عسكرية"
"Military force","قوّة عسكرية"
"Military forces parade","استعراض القوات العسكرية"
"Military forces parade","استعراض القوّات العسكرية"
"Military fortifications","تعزيزات عسكرية"
"Military government","حكومة عسكرية"
"Military occupation","احتلال عسكري"
"Military offensive","عدوان عسكري"
"Military operations area","ميدان العمليات العسكرية"
"Military operations","عمليات عسكرية"
"Military police","شرطة عسكرية"
"Military power","سلطة عسكرية"
"Military preeminence","تفوق عسكري"
"Military rebellion","عصيان عسكري"
"Military relations","علاقات عسكرية"
"Military sanctions","عقوبات عسكرية"
"Military situation","الوضع العسكري"
"Military support","دعم عسكري"
"Military supremacy","هيمنة عسكرية"
"Military targets","أهداف عسكرية"
"Military threats","تهديدات عسكرية"
"Military treaty","اتفاقية عسكرية"
"Military troops","وحدات عسكرية"
"Military union","اتحاد عسكري"
"Mine field","حقل ألغام"
"Minister","وزير"
"Ministerial instability","عدم استقرار وزاري"
"Ministerial prerogatives","امتيازات وزارية"
"Ministress","وزيرة"
"Ministry crisis or Cabinet crisis","أزمة وزارية"
"Ministry crisis or Cabinet","أزمة وزارية"
"Ministry of agriculture","وزارة الزراعة"
"Ministry of aviation","وزارة الطيران"
"Ministry of commerce","وزارة التجارة"
"Ministry of communications","وزارة الاتصالات"
"Ministry of defense","وزارة الدفاع"
"Ministry of education","وزارة التربية"
"Ministry of electricity","وزارة الكهرباء"
"Ministry of environment","وزارة البيئة"
"Ministry of expatriation","وزارة المُغتربين"
"Ministry of external affairs","وزارة الشؤون الخارجية"
"Ministry of external trade","وزارة التجارة الخارجية"
"Ministry of finance","وزارة المالية"
"Ministry of health","وزارة الصحة"
"Ministry of higher education","وزارة التعليم العالي"
"Ministry of industry","وزارة الصناعة"
"Ministry of information","وزارة الإعلام"
"Ministry of interior","وزارة الداخلية"
"Ministry of justice","وزارة العدل"
"Ministry of labor","وزارة العمل"
"Ministry of local affairs","وزارة الإدارة المحلية"
"Ministry of national economy","وزارة الاقتصاد القومي"
"Ministry of national guidance","وزارة الإرشاد القومي"
"Ministry of petroleum and mineral resources","وزارة النفط والموارد المعدنية"
"Ministry of planning","وزارة التخطيط"
"Ministry of public works","وزارة الأشغال العامة"
"Ministry of social affairs","وزارة الشؤون الاجتماعية"
"Ministry of supplies","وزارة التموين"
"Ministry of tourism","وزارة السياحة"
"Ministry of transport","وزارة النقل"
"Ministry of war","وزارة حرب"
"Ministry","وزارة"
"Minorities interest","مصلحة الأقليات"
"Minorities representation","تمثيل الأقليات"
"Minorities","أقليات"
"Minute of silence","دقيقة صمت"
"Minutes of the meeting","محضر بوقائع الاجتماع"
"Misapplication of international law","سوء تطبيق القانون الدولي"
"Miscarriage of international justice","فشل في تطبيق العدالة الدولية"
"Misinterpretation of international politic","سوء فهم السياسة الدولية"
"Mixed diplomatic committee","لجنة دبلوماسية مشتركة"
"Mock alert","إنذار كاذب"
"Moderate diplomatic attitude","موقف دبلوماسي مُعتدل"
"Moderate policy","سياسة مُعتدلة"
"Moderation of diplomatic opinions","اعتدال الآراء الدبلوماسية"
"Moderation of political opinions","اعتدال الآراء السياسية"
"Monarch","حاكم - عاهل"
"Monarchy","نظام ملكي"
"Monarchy","نظام مَلَكِي"
"Monitor (to) political events","يُوجّه الأحداث السياسية"
"Monopolize (to) political powers","يحتكر السلطات السياسية"
"Monopolize (to) power","يحتكر السلطة"
"Monopoly of media","احتكار وسائل الإعلام"
"Monopoly of political activities","احتكار النشاطات السياسية"
"Monopoly of powers","احتكار السلطات"
"Monopoly","احتكار"
"Moral outrage","انتهاك الحرمات"
"Moral rights","حقوق معنوية"
"Mother country","الوطن الأم ( بلد مسقط الرأس)"
"Motivate (to) debates","يُثير النقاشات"
"Multi pole","تعدد الأقطاب"
"Multi pole","تعدّد الأقطاب"
"Multilateral treaty","معاهدة متعددة الأطراف"
"Multilateral treaty","مُعَاهَدَة مُتَعَدِّدَة الأَطْرَاف"
"Multinational forces","قوّات متعددة الجنسيات"
"Multinational forces","قوّات مُتعددة الجنسيات"
"Multiple parliamentary representation","تمثيل برلماني متعدد الأطراف"
"Multiple parliamentary representation","تمثيل برلماني مُتَعَدِّد الأطراف"
"Multiple representation","تمثيل مُتعدد الأطراف"
"Multiple representation","تمثيل مُتَعَدِّد الأطراف"
"Mutual assistance between nations","مُساعدة متبادلة بين الدول"
"Mutual confidence between nations","الثقة المتبادلة بين الدول"
"Mutual Defense Charter","ميثاق للدفاع المشترك"
"Mutual defense","دفاع متبادل"
"Mutual defense","دفاع مُتبادل"
"Mutual diplomatic recognition","اعتراف دبلوماسي متبادل"
"Mutual help between nations","التعاون المتبادل بين الدول"
"Mutual regard between states","الاحترام المتبادل بين الدول"
"Mutual understanding between states","تفاهم مشترك بين الدول"
"Mutual understanding","تفاهم مشترك بين الدول"
"Mutualism","مبدأ تبادل المنفعة"
"N","نشر"
"Naked political facts","حقائق سياسية عارية"
"Nation dignity","كرامة الأمة"
"Nation","أمة"
"National anthem","النشيط الوطني"
"National assembly","جمعية وطنية"
"National conciliation committee","لجنة المصالحة الوطنية"
"National court","محكمة وطنية"
"National economy","اقتصاد قومي"
"National flag","العلم الوطني"
"National forces","قوات وطنية"
"National forces","قوّات وطنية"
"National guard","حرس وطني"
"National income","الدخل القومي"
"National integrity","السلامة الإقليمية"
"National integrity","السَلَامَة الإقليمية"
"National loyalty","ولاء قومي"
"National needs","الاحتياجات القومية"
"National party","حزب وطني"
"National plan","مخطط قومي"
"National requirements","مُتطلبات قومية"
"National requirements","مُتَطَلَّبَات قَوْمِيَّة"
"National resistance","مُقاومة وطنية"
"National resources","موارد قومية"
"National sovereignty conflicts","نزاعات السيادة الوطنية"
"National sovereignty","السيادة الوطنية"
"National sovereignty","نِزاعات السيادة الوطنية"
"National union","وحدة وطنية"
"National wealth","ثروة قومية"
"Nationalism","قومية"
"Nationality law","قانون الجنسية"
"Nationality","جنسية"
"Nationality","جنسيّة"
"Nationalization of foreign investments","تأميم الاستثمارات الأجنبية"
"Nationalization of foreign","تأميم الاستثمارات الأجنبية"
"Nativeness","مُواطَنة بموجب الولادة"
"Naturalism","مذهب الطبيعيين"
"Nazis mentality","عقلية نازية"
"Nazism","نازية"
"Nazism","نازِيَّة"
"Near East","الشرق الأدنى"
"Near East","الشَّرْقُ الأَدْنَى"
"Negative diplomatic attitude","موقف دبلوماسي سلبي"
"Negative diplomatic attitude","مَوْقِف دبلوماسي سَلْبِي"
"Negative points in deliberations","نقاط سلبية في المباحثات"
"Negative points in deliberations","نقاط سَلْبِيَّة في المباحثات"
"Negative points in diplomatic report","سلبيات في التقرير الدبلوماسي"
"Negative points in diplomatic report","سَلْبِيَّات في التَّقْرِير الدبلوماسي"
"Negative political pole","قطب سياسي سلبي"
"Negative political pole","قُطْب سياسي سَلْبِي"
"Negative political role","دور سياسي سلبي"
"Negative political role","دُور سياسي سَلْبِي"
"Negative right","حقّ سلبي"
"Negative right","حَقُّ سَلْبِي"
"Negotiate (to) peace","يُفاوض على السلام"
"Negotiate (to) peace","يُفاوض على السَّلام"
"Negotiations are proceeding","المفاوضات جارية"
"Negotiations are proceeding","المفاوضات جارِيَّة"
"Negotiations at equal level","مُفاوضات على قدم المساواة"
"Negotiations at equal level","مُفاوضات على قَدَم المساواة"
"Negotiations at local level","مُفاوضات على المستوى المحلي"
"Negotiations on ambassadorial level","مُفاوضات على مستوى السفراء"
"Negotiations on ambassadorial level","مُفاوضات على مستوى السَّفراء"
"Negotiations on international level","مُفاوضات على المستوى الدولي"
"Negotiations strategy","استراتيجية المفاوضات"
"Negotiations","مُفاوضات"
"Negotiator","مُفاوض"
"Neighborly relations","علاقات الجوار"
"Neutral axis","محور حيادي"
"Neutral policy","سياسة مُحايدة"
"Neutral political attitude","موقف سياسي مُحايد"
"Neutral political pole","قطب سياسي مُحايد"
"Neutral political role","دور سياسي مُحايد"
"Neutral state","دولة مُحايدة"
"Neutral zone","منطقة مُحايدة"
"Neutral","حيادي"
"Neutrality","حياد"
"New horizons in diplomatic relations","أفاق جديدة في العلاقات الدبلوماسية"
"No objection","لا اعتراض"
"Nobility obliges","مُقتضيات النبالة"
"Nominate (to) for diplomatic post","يُرشح لمنصب دبلوماسي"
"Nominate (to) for diplomatic","يُرسِّخُ لمنصب دبلوماسي"
"Non aggression pact","ميثاق بعدم الاعتداء"
"Non alignment","عدم الانحياز"
"Non compromised policy","سياسة عدم التشدّد"
"Non conformity with laws","عدم التوافق مع القوانين"
"Non consideration of diplomatic courtesy","عدم التقيد بالسلوك الدبلوماسي"
"Non discrimination","عدم التمييز العنصري"
"Non elected members","أعضاء غير منتخبين"
"Non equity voting","تصويت غير مُنصف"
"Non interference","عدم التدخّل"
"Non observance of international law","عدم مراعاة القانون الدولي"
"Non permanent member","عضو غير دائم"
"Non resistance","عدم المقاومة"
"Nonconformity of political opinions","عدم توافق الآراء السياسية"
"Nonconformity of political","عدم توافق الآراء السياسية"
"Nuclear arms","أسلحة نووية"
"Nuclear explosion","انفجار نووي"
"Nuclear explosion","نشر"
"Objection on procedures","اعتراض على الإجراءات"
"Objection over ruled","اعتراض مرفوض"
"Objection sustained","اعتراض مقبول"
"Objection","اعتراض"
"Observation of good relations","مراعاة العلاقات الودية بين الدول"
"Observation of good relations","مراعاة العلاقات الودية بين"
"Observation of peace","مراعاة قواعد السلام"
"Obstacles on peace process","عقبات أمام عملية السلام"
"Obstruct (to) proceedings","يُعرقل الإجراءات"
"Obtain (to) independence","يحصل على الاستقلال"
"Obtain (to) time extension","يحصل على تمديد مهلة قانونية"
"Occident states","دول الغرب"
"Occupation army","جيش الاحتلال"
"Occupation forces","قوات الاحتلال"
"Occupied territories","أراضي مُحتلة"
"Occupied zone","منطقة مُحتلة"
"Ocular evidence","شهادة عيان"
"Offensive alliance","تحالف هجومي"
"Offensive arms","أسلحة هجومية"
"Official ceasefire","وقف رسمي للقتال"
"Official channels","طرق رسمية"
"Official circular","منشور رسمي"
"Official diplomatic appointment","موعد دبلوماسي رسمي"
"Official diplomatic confirmation","تأكيد دبلوماسي رسمي"
"Official diplomatic","تأكيد دبلوماسي رسمي"
"Official document","وثيقة رسمية"
"Official journal","الجريدة الرسمية"
"Official language","اللغة الرسمية"
"Official meeting","اجتماع رسمي"
"Official recognition","اعتراف رسمي"
"Official relations","علاقات رسمية"
"Official spokesman","ناطق رسمي"
"Official statement","بيان رسمي"
"Official support","دعم رسمي"
"Official talks","مُحادثات رسمية"
"Official visit","زيارة رسمية"
"Officially","بالشكل الرسمي"
"Oligopoly","حكم الأقلية"
"On advisory capacity","بصفة استشارية"
"On application","لدى التطبيق"
"On approval","لدى الموافقة"
"On behalf of my colleagues","بالنيابة عن زملائي.."
"One party system","نظام الحزب الواحد"
"Open ( to ) frontiers between countries","يفتح الحدود بين الدول"
"Open ( to) frontiers between","يفتح الحدود بين الدول"
"Open diplomacy","دبلوماسية مُنفتحة"
"Open discussions","مُناقشات مفتوحة"
"Open doors policy","سياسة الباب المفتوح"
"Open forum","منبر حرّ"
"Open meeting","اجتماع مفتوح"
"Open session","جلسة مفتوحة"
"Opening ceremony","جلسة افتتاح احتفالية"
"Opening of the session","افتتاح الجلسة"
"Opening session","جلسة افتتاحية"
"Opportunism","انتهازية"
"Oppose (to) by veto","يعترض بالفيتو"
"Opposition broadcasting","إذاعة المعارضة"
"Opposition policy","سياسة المعارضة"
"Oppositionist","مُعارض"
"Oppositionist","مُعَارِض"
"Oppressed class","طبقة مُضطهدة"
"Oppressed minority","أقلية مُضطهدة"
"Oppressed parties","أحزاب مُضطهدة"
"Oppressed peoples","شعوب مُضطهدة"
"Oppression","اضطهاد - قمع"
"Option right","حقّ الاختيار"
"Option right","حَقّ الاختيار"
"Oral political statement","بيان سياسي شفوي"
"Order of merit","وسام الاستحقاق"
"Orders until further orders","أوامر حتى إشعار آخر"
"Organization (ICPO)","الجنائية"
"Organs of power","أعضاء السلطة"
"Out of courtesy","من باب المجاملة"
"Outcome of diplomatic deliberations","نتائج المباحثات الدبلوماسية"
"Outsider","غريب عن البلد"
"Outvote","تفوق بالأصوات الانتخابية"
"Outvote","تفوّق بالأصوات الانتخابية"
"Overcome ( to) political obstacles","يتجاوز العقبات السياسية"
"Overwhelming majority","أغلبية ساحقة"
"P","ناشر"
"Pacific blockade","حصار سلمي"
"Pacific coexistence","تعايش مُسالم"
"Pact","ميثاق - معاهدة"
"Pact","ميثاق – معاهدة"
"Panel of nominees","قائمة المرشحين"
"Paper war","حرب ورقية"
"Paramount power","سلطة سامية"
"Parliament deliberations","مُداولات المجلس النيابي"
"Parliament member","عضو في المجلس النيابي"
"parliament","النيابي"
"Parliament","مجلس نيابي"
"Parliamentary chambers","غرف برلمانية"
"Parliamentary elections","انتخابات برلمانية"
"Parliamentary immunity","حصانة برلمانية"
"Parliamentary majority","أغلبية برلمانية"
"Parliamentary representation","تمثيل برلماني"
"Parliamentary session","جلسة برلمانية"
"Parliamentary sessions attendance","جدول حضور جلسات"
"Parliamentary sessions","جدول حضور جلسات المجلس النيابي"
"Parliamentary system","نظام حكم برلماني"
"Partial withdrawal of military forces","انسحاب جزئي للقوات العسكرية"
"Partial withdrawal of military","انسحاب جزئي للقوات"
"Participation by minority","مُشاركة بالأقلية"
