"English Term","Arabic Term"
"keeper of the records","مقرّر، كاتب الضبط"
"key","مفتاح، إشارة، زرّ (الكتاب المصحّح، كتاب الأجوبة)"
"key book","كتاب مرجعي"
"key light","إضاءة رئيسية"
"key page","صفحة بلا إعلان"
"key shot","لقطة رئيسة"
"knock of copy; unauthorized copy copie non-autorisée","مقال غير مقبول"
"know-how","دراية"
"knowledge","معرفان(...)"
"label","علامة تجارية، سمة تجارية"
"laboratory work","أعمال مختبرية"
"laid-in music track","صوت مُؤمِّن (film)"
"lampoon; satire","هجاء"
"language","لغة"
"lapel mike","لاقط صَدْرِي"
"lapse of copyright","سقوط حقوق التأليف (تسقط حقوق التأليف بعد خمسين سنة على وفاة المؤلف)"
"large circulation","انتشار واسع (جريدة تطبع وتوزع وتبيع عدداً كبيراً من النسخ)"
"large screen","شاشة عريضة"
"laser","ليزر (ال...) (أشعة فائقة التركيز)"
"last page","صفحة (ال...) الأخيرة"
"last telecast (TV)","برنامج (ال...) الأخير"
"late edition","طبعة (ال...) الأخيرة"
"latefringe (TV)","فترة الركود (تكون هذه الفترة بعد منتصف الليل عموماً، وفيها ينخفض عدد المتابعين)"
"latest news","أخبار آخر ساعة"
"launching campaign","حملة الإصدار"
"launching ceremony","حفل الإصدار"
"macroform","حجم مكبر"
"made for","صنع خصيصا لأجل.."
"mag (magazine)","مجلة، مجلة مصورة، ملحق نهاية الأسبوع ملحق نهاية الأسبوع"
"mag (magnetic)","شريط مغناطيسي، شريط مغناطيسي، بطاقة مغناطيسية، أسطوانة مغناطيسية"
"magazine cover","غلاف مجلة"
"magazine programme (radio & TV)","مجلة البرامج (إذاعة، تلفزة) حجم مكبر"
"magazine rights","حقوق النشر بالجلات حقوق النشر بالجلات (حقوق إعادة نشر مقال في مجلة بعد أن تم نشره في جريدة)"
"magazine","ملحق أسبوعي (مجلة تلحق غالبا بعدد نهاية الأسبوع من جريدة يومية)"
"magic hour","فترة (ال...) السحرية فترة (ال...) السحرية (أفضل ساعة للتصوير، وهي فترة الغسق عند الغروب أو الشروق، لأنها تضفي سحرا خاصا على الصورة)"
"magnetic media","وسائل الإعلام المفتطة وسائل الإعلام المفتطة (أسطوانات، شرائط، بطائق)"
"magnetic tape","شريط مُمتَظ شريط مُمتَظ"
"magnetic track","مُمتَظ مُمتَظ مُمتَظ مُمتَظ"
"magoptical print","نسخة بصرية مُمتَظ نسخة بصرية مُمتَظ"
"magpie effect","تسرّب عام (تسرّب أخبار مكتومة إلى الصحافة)"
"major media","وسائل الإعلام الكبرى (في الصحافة والإذاعة والتلفزة والسينما والإعلان)"
"magtab","مجلة نصفية (مجلة ذات قطع نصفي، تولى عناية خاصة بنشر صور الشخصيات المشهورة وأخبارها الحميمة وأسرارها الخفية)"
"majors (cine)","كبار المنتجين، كبار الموزعين (في مجال الأفلام السينمائية)"
"mail","بريد"
"make; brand","علامة"
"mail order","طلب بالبريد"
"make ready","لمسات (ال...) الأخيرة (قبيل الطبع)"
"mail order publication","نشرة بيع بالبريد"
"makegood","استدراك مجاني (إعلان يعاد إدراجه بالجان بعد وقوع أخطاء في الإصدار الأول)"
"mailer","بريدية (دليل أو مطوية عبر البريد)"
"make-over","نسخة معدّلة (منقّحة لأجل الطبعة القادمة)"
"mailing","إعلان بالبريد"
"makeup","تزويق، إخراج صحفي"
"mailing list","بطاقة (لائحة عناوين)، لائحة التوزيع"
"make-up editor","مخرج (صحافة)"
"mailing list profile","مواصفات المرسل إليهم"
"making-up","إخراج (صحافة)"
"main shot (cine)","لقطة رئيسة"
"malicious intent","نّية خبيثة"
"main title","عنوان الصّدارة (العنوان الأول الذي يتصدّر الأخبار)"
"man on the street","رجل الشارع"
"maintenance crew","فريق الصّيانة"
"law","قانون"
"law report","أخبار قضائية (newspaper, radio)"
"layout; make-up","إخراج (صفحات الجريدة)"
"layout artist","مخرج (صفحات الجريدة)"
"layout man","مصمم، مخرج (صفحات الجريدة)"
"lead","استهلاك، مقال افتتاحي"
"lead actor (cinema)","دور (ال...) الأول، مثل (ال...) الأول"
"lead headline","عنوان الصدارة (عنوان رئيسي عريض يتصدّر الصفحة من جريدة أو مجلة)"
"lead story","مقال الصدارة"
"lead time","أجل التسليم"
"leader","بطل (ال...) (كتابة عن الممثل الذي يقوم بالدور الأول، دور البطولة)"
"lead-in","مدخل"
"leading article","مقال (ال...) الافتتاحي"
"leading question","سؤال مُعرّض"
"leaflet","منشور (ج. منشورات)"
"leak","تسرب"
"learned journal","صحافة علمية"
"lecture(a..)","محاضرة"
"left-hand page","صفحة (ال...) اليسرى"
"leg man","مُخَيّر صحفي (شخص كلفته الصحيفة جمع المعلومات والمعطيات حول واقعة أو حدث)"
"legal deposit","إيداع (ال...) القانوني (هو إيداع عدد معين من النسخ عند كل إصدار: كتب، صحف، بطائق بريدية، أسطوانات... لدى المكتبة الوطنية)"
"legal notes","إعلانات قانونية"
"legal notices","إعلانات حكومية"
"legend","مفتاح (ال...)"
"leisure time","ركن الهوايات"
"length","طول"
"lens","غدسة"
"letterhead","عنوان الصدارة"
"lettering","وضع الحروف"
"letters to the editor","بريد القراء"
"level","مستوى"
"liability","مسؤولية (ال...)، مخاطر المهنة (المسؤولية التي قد يتعرض لها المرء بسبب قيامه بواجبات المهنة)"
"libel","قذف"
"libel action","دعوى قذف"
"library","مكتبة"
"library edition","طبعة مجلدة (طبعة بغلاف مقوى، خاصة بالمكتبات العامة توضع في متناول القراء)"
"library music","موسيقى مسجلة، موسيقا جاهزة"
"license","إجازة"
"license fee","رسم (ضريبة تستخلصها الدولة في بعض البلدان من مالكي أجهزة التلفاز)"
"lickert scale","سُلّم التقويم (في عملية السبر)"
"lifestyle","أساليب العيش (برنامج أو ركن يعني بعادات المجتمع وتقاليده من لباس وطبخ وزينة الخ)"
"light","جهاز الإنارة، ضوء"
"light and sound show","غرض الصوت والضوء"
"lighting","إضاءة"
"limelight(to be in)","تصدّر"
"limited edition","طبعة محدودة (التسخ)"
"limited rights","حقوق محدودة (copyright) (حقوق تأليف محصورة في بلد معين أو في مجال محدد)"
"line (product)","خطّ، إنتاج"
"line microphone","مُجهِّز سلكي shotgun microphone"
"lineage","أجر سطري"
"lineup","تنسيق الجريدة المُتلفزة (تقسيم الجريدة إلى محاور وترتيب موادها وتنسيق التدخلات الخ)"
"link transmitter","محطة ربط الإرسال"
"lipsynch (lipsynchronisation)","ترمين النطق (مطابقة حركة الشفاه مع الصوت في قلم)"
"list","لائحة، دليل"
"list of references","قائمة مراجع"
"listener (radio & TV)","مستمع (في الإذاعة والتلفزة)"
"listening habits","عادات الاستماع"
"listening shot","لقطة استماع (لقطة لشخص يظهر على الشاشة وهو في وضع الاستماع)"
"listening time","وقت الاستماع"
"literacy","محو الأمية"
"literary column","ركن الأدب"
"literary criticism","نقد(ال...) الأدبي"
"literary programme","برنامج أدبي"
"literary property","ملكية أدبية"
"literature","مطبوعات، أدبيات"
"live","مباشر"
"live broadcast","برنامج مباشر"
"live coverage","نقل مباشر"
"live on tape","تسجيل مباشر"
"live shooting","صوت مباشر"
"live sound","تصوير مباشر"
"live transmission","نقل مباشر"
"lobby","دائرة الضغط (لوبي)"
"lobbying","تقنيات الضغط"
"local angle","أهمية محلية (خبر)"
"local channel (TV)","قناة محلية (في مجال التلفزة)"
"local correspondent","مراسل محلي"
"local issue","طبعة إقليمية"
"local news","أخبار محلية"
"local paper","صحيفة إقليمية"
"local programme","برنامج محلي"
"local supplement","ملحق محلي"
"locals","محليات(ال...)"
"location","مَوْقِع التصوير الخارجي (مَوْقِع للتصوير خارج الاستوديو)"
"location director","مدير التصوير الخارجي"
"location shooting","تصوير خارجي"
"location(on)","في مَوْقِع التصوير"
"log-book","قائمة المشاهد المصورة (سينما، تلفزة)، تفصيل مضمون برنامج(في الإذاعة)"
"logo","شعار"
"long focus lens","غَدَسة عميقة البُؤْرة"
"long shot","لقطة شاملة، لقطة إجمالية"
"long take","تعريض طويل (تعريض شريط فوتوغرافي للضوء لمدة طويلة)"
"long wave","موجة(ال...)الطويلة"
"long-term subscription","اشتراك مُدِيد (طويل المدة)"
"loud","بصوت جَهِير"
"loudspeaker","مكبر الصوت"
"low","بصوت خافت"
"low-angle; worm's eye view shot","لقطة سفلية (تصوير من تحت إلى فوق)"
"lower(to)","خَفَّت"
"low-key picture","صورة مُعَيَّمة"
"low-noise amplifier","مكبر الصوت (جهاز لتكبير الصوت الخافت)"
"luminosity","لمعان (نسبة لمعان الضوء في شاشة العرض أو مشهد يراد تصويره)"
"luxury edition","طبعة فاخرة"
"lying advertising","إعلان كاذب، إشهار كاذب"
"lyrics","كلمات (أغنية)"
"Australian Broadcasting Authority","- هيئة الإذاعة الأسترالية"
"American Broadcasting corporation","- هيئة الإذاعة الأمريكية"
"Asia Broadcasting union","- اتحاد إذاعات آسيا"
"Agency for cultural and technical co operation","- وكالة للثقافة والتعاون التقني"
"Agence France Presse","- وكالة الصحافة الفرنسية"
"All India Radio","- راديو عموم الهند"
"African information society","- مجتمع المعلومات الأفريقي"
"International Television Agency","- وكالة التلفزيون العالمية"
"Latin American Association for education by Radio","- جمعية أمريكا اللاتينية للتعليم بواسطة الراديو"
"World Association of community Radio Broadcasting","- الجمعية العالمية لإذاعات الراديو المحلية"
"Arab Media corporation","- هيئة الإعلام العربي"
"Asian Mass communication Research and information centre","- مركز المعلومات وبحوث الاتصال الجماهيري الآسيوي"
"Association for progressive communication","- جمعية للاتصال المتقدم"
"Algerie Presse Service","- خدمة الصحافة الجزائرية"
"Arab radio and Television","- راديو وتلفزيون العرب"
"Arab state Broadcasting union","- اتحاد إذاعات الدول العربية"
"Agence Tunisie internet","- الوكالة التونسية للإنترنت"
"Asian Television Network","- شبكة تلفزيون آسيا"
"British Broadcasting Corporation","- هيئة الإذاعة البريطانية"
"British Satellite Broadcasting","- الإذاعة الفضائية البريطانية"
"Broadcasting Standards Council","- مجلس المقاييس الإذاعية"
"British sky Broadcasting","- الإذاعة الفضائية البريطانية"
"British Telecom","- مؤسسة الاتصالات الإذاعية"
"Byte","بايت"
"Electronic trading","تجارة إلكترونية"
"E-mail","البريد الإلكتروني"
"Editorialize","يكتب / يعبر عن رأي"
