"English Term","Arabic Term"
"minorities government","حكومة الأقليات"
"minorities interest","مساهمة (مشاركة) الأقليات"
"minority cabinet","مجلس وزراء الأقليات"
"minority of votes","أقلية الأصوات"
"minority parliamentary party","جناح حزب الأقليات (في البرلمان)"
"minority question","مشكلة أقليات"
"minority rule in the party","حكم القلية في الحزب"
"minority vote","إقتراع الأقليات"
"minority","أقلية"
"miscarriage of justice","خطأ قضائي، غلطة قانونية"
"mobile rocket shooting base","قاعدة إطلاق صواريخ متحركة"
"mobility","حركية (سهولة الحركة، عدم ثبات)"
"mobilization","تعبئة، حشد، تجنيد"
"mobilize (to), recruit","جند، حشد"
"moderate elector","ناخب (ناخبين) معتدل"
"moderate left party","اليسار (السياسي) من الوسط"
"moderate party","حِزْب الوسط"
"moderate policy","اليمين (السياسي) من الوسط"
"moderate political course","خط (سياسي) معتدل"
"moderate politician","السياسي المعتدل"
"moderate right party","سياسة الوسط (الإعتدال)"
"moderate right","حكومة وسط اليسار"
"moderate","مُعتَدِل (صفة)"
"moderation","إعتدال"
"modifie (to)","غيّر عدل، حوّل"
"modified law","قانون مُعدّل"
"Mogadishu","مقديشو"
"monetary bank","مصرف النقد"
"monetary chaos","فوضى نقدية"
"monetary circulation","دوران النقد، تداول النقد"
"monetary code","قانون النقد"
"monetary committee","لجنة النقد"
"monetary conference","مؤتمر النقد"
"monetary control","رقابة النقد، رقابة نقدية"
"monetary convention","إتفاقية (مُعاهدة) نقدية"
"monetary crisis","ازمة نقدية"
"monetary desequilibrium of the...balance","اضطراب التوازن النقدي"
"monetary economy","اقتصاد النقد"
"monetary fluctuations","تقلبات نقدية"
"monetary legislation","تشريع نقدي"
"monetary mass","طعمة مالية"
"monetary policy","سياسة نقدية، سياسة النقد"
"monetary recession","انكماش (تقلص) النقد"
"monetary reform","إصلاح النقد"
"monetary restrictions","تقييدات نقدية"
"monetary sovereignty","سيادة نقدية"
"monetary stability","ثبوت (استقرار) النقد"
"monetary system","نظام النقد، نظام نقدي"
"monetary turbulences","اضطرابات النقد"
"monetary union","اتحاد النقد"
"monetary unit","وحدة نقدية"
"money","ثروة، ملك، مال"
"Mongolia","منغوليا (بلاد المغول)"
"Mongolian people's republic","جمهورية منغوليا الشعبية"
"monopolist","احتكاري، مزاول للاحتكار"
"monopolistic pressure means","وسائل ضغط احتكارية"
"monopolistic","احتكاري (صفة)"
"monopolization degree","درجة إقامة النظام الإحتكاري"
"monopolization","إقامة نظام احتكار، مزاولة الإحتكار"
"monopolize (to)","إحتكار، إستئثر ب"
"monopoly (capitalism)","رأسمالية إحتكارية"
"monopoly agreement","إتفاق (معاهدة) إحتكاري"
"monopoly center","مركز إحتكاري"
"monopoly control","رقابة (على) الإحتكار"
"monopoly market","سوق إحتكاري"
"monopoly power","سلطة إحتكارية"
"monopoly price","سعر إحتكاري"
"monopoly profit","ربح إحتكاري"
"monopoly","إحتكار، إستئثار (امتياز تجاري)"
"monopsonistic","إحتكار الشراء"
"mood","جوّ"
"moratorium","تأجيل الدفع (التسديد)"
"more front war","الحرب على أكثر من جبهة"
"more multinational state","دَوْلَة مُتَعَدِّدَة الجنسيات"
"more radically","راديكالي، مناصر للراديكالية"
"Moroccan","مُغربي (صفة)"
"Moroccans","مُغربي"
"Morocco","المغرب"
"mortar","قاذف صغير، مدفع هاون صغير"
"mortification of the state","إضمحلال الدولة"
"mortification","إضمحلال"
"Moscow convention, agreement","معاهدة (إتفاقية) موسكو"
"Moscow nuclear test ban agreement","معاهدة موسكو لوقف التجارب النووية"
"Moscow","موسكو"
"Moslem brother","أخ مسلم (عضو جماعة الإخوان المسلمون)"
"Moslem brotherhood","الإخوان المسلمون"
"Moslem","مسلم"
"most favored nation clause","نص الدولة الأكثر إثارة"
"Mosul","الموصل"
"motivate (to)","علل، أورد، سبب"
"motivation","دافع، حافز، باعث، سبب، حجة، عذر، تعليل، تسبب، حافز"
"motto","عملة، نقد أجنبي حزورة"
"mount Hermon","جبل الشيخ"
"mountain artillery","مدفعية جبلية"
"move (to)","نقل (إلى)"
"move, act","نقل، تصرف مظاهرة، موكب"
"movement, act","عمل، نشاط، حركة"
"movement","حركة"
"moving in the stock market","عمليات النقل في البورصة"
"moving","نقل، إنتقال"
"MP = Member of the state parliament","مختصر يطلق على عضو مجلس النواب الإقليمي"
"MPs (members of the parliament), deputies, representatives","النواب"
"Mufti","المفتي"
"multi contractors contract","معاهدة ذات أطراف متعددة"
"multi contractors contract","معاهدة متعددة الأطراف"
"multi party parliament","برلمان متعدد الأحزاب"
"multi popular state","دولة متعددة الشعوب"
"multi-ethnical government","حُكُومَة (تُمَثِّل) أقليات عديدة"
"multi-ethnical","مُتَعَدِّد الأقليات (صفة)"
"multi-party parliament","برلمان متعدد الأحزاب (يمثله أكثر من حزب)"
"multi-stage rocket","صاروخ متعدد المراحل"
"multilateral agreement","اتفاقية متعددة الأطراف (الجوانب)"
"multilateral agreement","إتفاقية متعددة الأطراف"
"multilateral contacts","اتصالات متعددة الأطراف"
"multilateral","متعدد الأطراف (صفة)"
"multinational state","دولة متعددة الشعوب"
"multinational","متعدد الجنسيات (صفة)"
"multipartite system","نظام تعدد الأحزاب"
"multiple atomic warhead","صاعق ذري متعدد، رأس نووي متعدد"
"multiple members","متعدد الأعضاء"
"multiple party system","نظام تعدد الأحزاب"
"multiple warhead","صاعق متعدد، رأس متفجر متعدد"
"multipolar","متعدد الأقطاب"
"municipal administration","إدارة البلدية"
"municipal council decision","قرار المجلس البلدي"
"municipal council meeting","اجتماع (أعضاء) المجلس البلدي"
"municipal council member","عضو المجلس البلدي"
"municipal council","مجلس البلدية (بلدي)"
"municipal elections","انتخابات محلية (بلدية)"
"municipal parliament","برلمان (مجلس) محلي أو إقليمي"
"municipal right","قانون إقليمي (محلي)"
"municipal","بلدي، خاص بالبلدية"
"municipality-community","بلدية، طائفة، جماعة، رابطة"
"municipality","إدارة البلدية (المدينة)"
"munitions","أدوات (آلات، معدات) حربية، عتاد حربي"
"murderer, criminal","قاتل، مغتال"
"Muscat Oman","مسقط عُمان"
"Muscat","مسقط"
"mutineer","متمرد، عاصي"
"mutiny","تمرد، عصيان"
"mutual assistance (cooperation) pact","حلف تعاوني، معاهدة، تعاون (متبادلة)"
"mutual deterrence","ردع متبادل"
"mutual, bilateral relationships","عَلاقات ثنائية، عَلاقات مشتركة (متبادلة)"
"mutual","مشترك، متبادل"
"mutualism","مذهب التعاون"
"mutuality","المعاملة بالمثل"
"muzzle the press","أَسْكَت الصِّحَافَة"
"Napalm bomb","قنبلة نابال (نابالم)"
"narrow","ضيّق"
"Nasserism","النّاصريّة، (الحركة) (تضمّ أفكار ومبادئ جمال عبد النّاصر)"
"nation","أمّة"
"national anthem","النّشيد الوطنيّ، السّلام الوطنيّ (الجمهوريّ)"
"national army","جيش وطنيّ"
"national aspiration","أمانيّ (طموح، تواق) قوّميّة"
"national bank","البنك الأهليّ"
"national bankruptcy","إفلاس حكوميّ"
"national block","كتلة وطنيّة"
"national bourgeoisie","برجوازية قومية-وطنية"
"National Bureau of Economic Research (United States)","المكتب الوطني للأبحاث الإقتصادية"
"national congress","مؤتمر وطنيّ"
"national consciousness","الوعي القومي (الوطني) وعي الأمة"
"national consciousness","وعي قوّميّ"
"national council","مجلس الأمّة، مجلس وطنيّ"
"national debt appearance","سند حكوميّ"
"national debts","ديون الدّولة"
"national defence","الدّفاع عن الوطنّ"
"national defense","الدفاع الوطني"
"national demand","مطلب قوّميّ"
"national economy","اقتصادي قوّميّ"
"national flag","العلم الوطنيّ"
"national front","الجبهة الوطنية"
"national front","جبهة وطنيّة"
"national fund","الصندوق القوميّ"
"national government","حكومة وطنية"
"national guard","الحرس القومي (الوطني)"
"national holiday","العيد الوطني (القومي)، عيد رسمي"
"national hymn","النشيد الوطني، السلام الوطني"
"national income","الدخل القومي"
"national industry","صِنَاعَة وَطَنِيَّة"
"national interest","مصلحة الأمة، المصلحة القومية، مصلحة وطنية، هم قومي"
"national law","القانون القومي"
"national liberation front","جبهة التحرير الوطنية"
"national liberation","تحرر وطني"
"national loyalty","ولاء قومي"
"national meeting","المجلس الوطني، التجمع الوطني، الجمعية الوطنية"
"national military forces","قوات (الجيش) القومي"
"national movement","حركة وطنية"
"national party","حزب وطني (قومي)"
"national planning","التخطيط القومي"
"national policy","سياسة قومية"
"national pride","نعرة (افتخار) وطنية"
"national product increase","نمو الناتج الاجتماعي (الدخل القومي)"
"national product","الإنتاج القومي"
"national product","نتاج وطني، ناتج قومي"
"national property","ملكية الشعب"
"national security council","مجلس الأمن القومي"
"national security","الأمن القومي (أمن الدولة)"
"national security","الأمن القومي"
"national socialism","اشتراكية - وطنية (نازية)"
"national spirit","روح قومية"
"national understanding","تفاهم قومي"
"national union","اتحاد وطني (قومي)"
"national wealth","الثروة القومية"
"national","قوّميّ، وطنيّ، أهليّ (صفة)"
"nationalism","قومية، وطنية، نزعة قومية"
"nationalist","قومي"
"nationalistic","قومي، قومية (صفة)"
"nationality acquired","الجنسية المكتسبة"
"nationality, dependency","تبعية"
"nationality","جنسية، تابعة، مواطنة،"
"nationalization of the economy","تأميم الاقتصاد"
"nationalization of the industry","تَأْمِيمُ الصِّنَاعَة"
"nationalization of the property","تحويله إلى الملكية العامة"
"nationalization politics","سياسة التأمينات"
"nationalization","تأميم"
"nationalize (to)","أمم"
"nationalized association","شركة مؤتمنة"
"nationalized industry","صِنَاعَةُ مُؤَمَّمَة"
"nationwide","فوق إقليمي، فوق محلي (صفة)"
"native","مواطن، إبن البلد"
"NATO (north Atlantic treaty organization)","حلف الأطلسي"
"NATO agreement","اتفاقية الناتو"
"NATO alliance coherence","تناسك (ترابط) الحلف"
"NATO bilateral alliance","حلف ثنائي"
"Nato committee on defense planning","منظمة الناتو للتخطيط الدفاعي"
"Nato confederate","شريك (حليف) في حلف الناتو"
"Nato conference","مؤشر حلف الناتو"
"NATO convention on the cooperation concerning the nuclear information","اتفاقية الناتو للتعاون في مجال المعلومات الذرية"
"NATO cordial alliance","حلف ودي"
"Nato council","مجلس حلف الناتو"
"Nato general secretariat","الأمانة العامة لحلف الناتو"
"Nato government session","اجتماع (جلسة) مجلس وزراء حلف الناتو"
"Nato government","مجلس وزراء حلف الناتو"
"Nato headquarters","رئاسة (مقر، قيادة) حِلْف الناتو"
"NATO ideological alliance","حِلْف أيديولوجي"
"Nato leadership","قيادة حِلْف الناتو"
"NATO meeting","اجتماع (جلسة) حِلْف الناتو"
"Nato member state","الدول الأعضاء في حِلْف الناتو"
"NATO military alliance","حِلْف عسكري"
"NATO military committee","اللجنة العسكرية لحِلْف الناتو"
"NATO multilateral alliance","حِلْف متعدد الأطراف"
"Nato partners","حليف في الناتو"
"Nato policy","سياسة حِلْف الناتو"
"NATO regional alliance","حِلْف إقليمي"
"NATO secretary","أمين عام حِلْف الناتو"
"NATO states","دول حِلْف الناتو"
"NATO troops","قوات حِلْف الناتو"
"Nato-ally","حليف (حِلْفاء) في الناتو"
"natural person","الشخص الطبيعي"
"naturalization document","وثيقة التجنيس"
"naturalization","منح الجنسية، تجنيس"
"naturalize (to) confer citizenship to someone","منح الجنسية، جنس"
"nature conservation union","اتحاد حماية البيئة"
"nature conservation","حماية (المحافظة على) البيئة"
"naval agreement","اتفاقية بحرية"
"naval artillery","مدفعية السواحل"
"naval attaches","ملحق البحرية"
"naval base","قاعدة بحرية"
"naval basis","قاعدة بحرية"
"naval college","الكلية البحرية"
"naval infantry","المشاة البحرية"
"naval maneuver","مناورة بحرية"
"naval officer","ضابط البحرية"
"naval power","سلطة (دولة) بحرية"
"naval","بحري"
"navigation","ملاحة"
"navy","بحرية، السلاح البحري"
"Nazi = national socialist","نسازي (مختصر يطلق على أنصار الاشتراكية القومية)"
"Nazi","نازي (صفة)"
"Nazism","النازية"
"NCO","صف ضابط"
"near east","الشرق الأدنى"
"neat meeting","إجتماع نظامي (عادي)"
"necessary measures, steps","إجراءات اضطرارية (حربية أو عسفية)"
"necessary","مطلوب، محتاج"
"necessity","ضرورة"
"need to get the consent","ضرورة الحصول على القبول"
"neglect (to) work agenda","أهمل جدول الأعمال"
"neglect (to)","أهمل، غفل عن، قصر في، تهاون، تغاضى عن"
"neglect","إهمال، إغفال"
"negociate (to...from a position of strength)","يفاوض من مركز القوة"
"negociate (to)","فاوض، تفاوض"
"negociation termination","إنهاء المفاوضات"
"negotiating group","وفد (فريق) المفاوضات"
"negotiating parties","مفاوض (طرف مفاوض)"
"negotiating room","مجال المفاوضات (مجال الأخذ والرد في المفاوضات)"
"negotiating tactics","تكتيك المفاوضات"
"negotiation continuity","تتابع المفاوضات"
"negotiation failure","فشل المفاوضات وقف (إيقاف) المفاوضات"
"negotiation stoppage","إيقاف المفاوضات"
"negotiation stoppage","تعليق المباحثات (المحادثات)"
"negotiation","مفاوضة، تفاوض، تداول"
"negotiations (to open...)","إفتح المفاوضات"
"negotiations advance","تقدم في المفاوضات"
"negotiations basis","أساس (أرضية أو قاعدة) المفاوضات"
"negotiations basis","أساس (قاعدة، ركيزة) المفاوضات"
"negotiations beginning","بداية المفاوضات"
"negotiations breakthrough","انفراج في المفاوضات"
"negotiations climate","مناخ المفاوضات، جو المفاوضات"
"negotiations committee","لجنة المفاوضات"
"negotiations complex","مجموعة المفاوضات"
"negotiations contribution","مشاركة في المفاوضات"
"negotiations course","سير المفاوضات"
"negotiations crisis","أزمة المفاوضات"
"negotiations duration","مدة (فترة) المفاوضات"
"negotiations failure","فشل المفاوضات"
"negotiations goal","هدف المفاوضات"
"negotiations level","مستوى المفاوضات"
"negotiations main focus","نقطة المفاوضات الأساسية (أو المهمة)"
"negotiations on the highest levels","مفاوضات على أعلى المستويات"
"negotiations on the restriction of strategically weapons","مُفَوَّضَات حول الحد من الأسلحة الإستراتيجية"
"negotiations outlooks","إحتمالات (إمكانيات نجاح) المُفَوَّضَات"
"negotiations package","مجموعة المُفَوَّضَات"
"negotiations phase","مرحلة المُفَوَّضَات"
"negotiations point of view","وضع المُفَوَّضَات"
"negotiations point","نقطة البحث (في المُفَوَّضَات)"
"negotiations politics","سياسة المُفَوَّضَة"
"negotiations progress","سير المُفَوَّضَات"
"negotiations stage","مرحلة المُفَوَّضَات"
"negotiations start","بدء (إستهلاك) المُفَوَّضَات"
"negotiations strategy","إستراتيجية المُفَوَّضَات"
"negotiations success","نجاح المُفَوَّضَات"
"negotiations table","طاولة المُفَوَّضَات، مائدة المُفَوَّضَات"
"negotiations terrain","أرض المُفَوَّضَات (المكان الذي تجري في المُفَوَّضَات)"
"neighboring country","بلد محاور"
"neighboring state","دولة (بلد) محاور أو متاخم"
"neighboring","بمحاور، متاخم، ملاصق ل، متصل بـ"
"neighbouring state","بلد محاور، دولة محاورة"
"Neo faschism","الفاشية الجديدة"
"neo-Liberalism","مذهب التحررية الجديد (المذهب الحر الحديث)"
"neocolonialism: (a colonization represented by the attempt of the big Countries to keep their practical domination over the previous colonies through its economic, military and cultural influence)","الإستعمار الجديد: ضرب مبطن من الإستعمار يتمثل في محاولة الدول الكبرى الإحتفاظ بسيطرتها العملية على المستعمرات السابقة، وذلك عن طريق بسط نفوذها الإقتصادي أو العسكري أو الثقافي عليها."
"neofaschist","خاص بالفاشية الجديدة (صفة)"
"Nepal","نيبال"
"net assets value","قيمة صافي الأصول"
"net domestic product","صافي الناتج الداخلي"
"net income","صافي الدخل"
"net national income","صافي الدخل القومي"
"net national product","صافي الناتج القومي"
"net price","السعر الصافي"
"net product","صافي الناتج"
"net production","صافي الإنتاج"
"net profit","الربح الصافي"
"net savings","صافي الإدخار"
"net","صاف (صفة)"
"Netherlands kingdom","مملكة هولندا"
"Netherlands","هولندا"
"network investigation","تفتيش شبكي (البحث عن المجرمين حسب صفات خاصة)"
"neutral area","منطقة محايدة"
"neutral attitude","موقف حيادي"
"neutral country","بلد غير منحاز (غير ملتزم باتفاقية)"
"neutral country","بلد حيادي (محايد)"
"neutral state","دَوْلَة حَيَادِيَة (غير منحازة)"
"neutral state","بلد حيادي (غير منحاز)"
"neutral","غير منحاز، حيادي، محايد (صفة)"
"neutralism","الحيادية، سياسة الحياد"
"neutrality convention","معاهدة الحياد"
"neutrality negotiations","مفاوضات حيادية"
"neutrality policy","سياسة الحياد، سياسة حيادية"
"neutrality right","حق الحياد"
"neutrality","حياد، اللاحزية، عدم الإنحياز"
"neutralization policy","سياسة الحياد"
"neutralization","تعديل، تحييد"
"neutralize (to)","حيّد (جعله محايد)"
"neutre","حيادي (صفة)"
"new constitution party of Tunis (established in 1919 and Habib Burgiba tried to develop it in order to get the complete political independence)","حزب الدستور الجديد في تونس: أسس عام 1919 وحاول الحبيب بورقيبة تطويره بهدف الحصول على الإستقلالية السياسية الكاملة."
"new elections","انتخابات جديدة"
"new elector","ناخب جديد (أول مرة ينتخب)"
"new government","حكومة جديدة"
"New Guinea","غينيا الجديدة"
"new steps to be solved","خطوات جديدة على طريق (في سبيل) التفاهم"
"New York","نيويورك"
"New Zealand","نيوزيلاندة، نيوزيلاندا"
"new","جديد"
"news agency","وكالة الأنباء"
"news barrier","حظر نشر الأنباء، الحظر الإعلامي"
"news broadcast","الأخبار المصورة، أخبار متلفزة"
"news bulletin","نشرة الأخبار"
"news camera","كاميرا الأخبار"
"news conference","مؤتمر إعلامي"
"news coverage","تقرير إخباري"
"news editor","محرر الأخبار المصورة أو المتلفزة"
"news in brief","أخبار متنوعة، متفرقات إخبارية"
"news magazine","مجلة أخبار أسبوعية"
"news office","مكتب (وكالة) الأنباء"
"news service","وكالة الأنباء، المخابرات"
"news space","مَسَاحَةٌ إِخْبَارِيَّة"
"news stand","كِشْلَكُ الصُّحُف"
"news stock","وَرَقُ الصُّحُف"
"news, notification","خبر، تبليغ، إخطار، إعلان"
"news","أخبار، أنباء"
"newsagent or newsdealer","موزع الصحف"
"newsboy","بائع الصحف"
"newscaster","مذيع (ة) الأخبار، مقدم (ة) البرنامج الإخباري"
"newshound","مراسل صحفي"
"newsletter, speech, cir- cular","نشرة، خطاب دوري"
"newsletters","كتاب (تعميم) دوري"
"newspaper","جريدة، صحيفة"
"newspaperman","صحافي، صحفي"
"newsprint","وَرَقُ صُحُف"
"Nicaragua","نيكاراجوا، نيكاراغوا"
"Niger","النيجر"
"Nigeria","نيجيريا"
"no discussion","حازم، حاسم (صفة)"
"no voice","صَوْتُ سَلْبِي (صوت اللا)"
"Nobel prize laureate","حائز على جائزة نوبل"
"Nobel prize","جائزة نوبل"
"Nobel, Alfred","ألفرد نوبل"
"nobles","حبر (أحبار)، أكابر، أشراف، وُجَهَاء"
"nominal amount","مبلغ أسمي"
"nominal capital","رأس مال أسمي"
"nominal incomes","دخل أسمي"
"nominal poll","تصويت اسمي (يتم بواسطة النداء بالأساء)"
"nominal president","رئيس اسمي (معنوي)"
"nominal value","قيمة أسمية"
"nominal vote","تصويت آسي (بالاسم)"
"nominal wage policy","سياسة الأجر الآسي"
"nominal wage","أجر أسمي"
"nominally","صاحب لقب، ذو لقب، صاحب حق"
"nominate (to)","عَيْنَ"
"nominate as a successor","يُعِين خلفاً"
"nominate oneself to the Bundestag elections","يرشح نفسه لانتخابات مجلس النواب الألماني الإتحادي"
"nomination authority","سُلْطَةُ (صَلَاحِيَّة) التعيين"
"nomination by secret election","تَرْشِيح (تعيين) بِالْإِقْتِرَاعِ السِّرِّي"
"nomination committee","لِجَنَّةِ التَّرْشِيحِ (التعيين)"
"nomination document","وَثِيقَةُ التَّعْيِينِ"
"nomination in a ministerial position","تعيين في منصب وزاري"
"nomination of the minister","تعيين وزيراً"
"nomination procedures","مُعَامَلَةُ التَّرْشِيحِ (التعيين)"
"nomination","تعيين، ترشيح"
"non -aligned country","بلد محايد (غير ملتزم بطرف معين)"
"non (Policy of...)","سياسة عدم التَّدخُّل"
"non achievement of the terms of the contract","عَدَمُ تَنْفِيذٍ شُرُوطُ الْعَقْدِ"
"non achievement","عَدَمُ تَنْفِيذٍ (تَحْقِيق أو تَلْبِيَةُ أو إِيفَاء)"
"non active strike","إِضْرَابُ الْجُلُوسِ"
"non conformity with the people","لَا يَتَطَابَقُ مَعَ الشَّعْبِ (صِفَة)"
"non implementation of a treaty","عَدَمُ تَنْفِيذٍ (تَطْبِيق) الْفَاقِيَّةِ مَا"
"non parliamentary opposition","مُعارضة غير برلمانية"
"non parliamentary","غَيْرُ بَرَمَانِيٍّ، غَيْرُ نِيَّايٍ (صِفَة)"
"non permanent member","عضو غير دائم"
"non signing state","بلد غير مُوقَّع (على معاهدة أو اتفاقية)"
"non-aggression convention","اتفاقية (معاهدة) عدم استخدام العنف"
"non-aggression convention","معاهدة عدم الاعتداء"
"non-aggression obligation","الإلتزام بعد الاعتداء"
"non-aggression","إعلان عدم الاعتداء"
"non-aligned state","دُوَل (بلد) غير منحازة"
"non-aligned","غير منحاز، حيادي"
"non-alignment","عدم الإختيار"
"non-appearance","غياب، عدم ظهور (عدم الحضور)"
"non-application chemical arms","عدم استعمال الأسلحة الكيماوية"
"non-application","عدم استعمال"
"non-commissioned officer","ضابط الصف"
"non-compliance","عدم التقييد، عدم الإلتزام بـ"
"non-contracting state","بَلَدٌ غَيْرُ مُتَعَاقِدٍ"
"non-eligible","غير قابل للإنتخاب"
"non-governmental","مستقل عن الحكومة، لا علاقة له بالحكومة (صفة)"
"non-intervention dans les affaires des autres pays","عَدَمُ التَّدَخُّلِ فِي الشُّؤُونِ الدَّاخِلِيَّةِ لِلْبِلَادِ الْأُخْرَى"
"non-intervention","عدم التدخل"
"non-member states","الدول الغير أعضاء"
"non-member","غير عضو"
"non-observance","عدم مراعاة"
"non-participating states","الدُّوَلُ الْغَيْرُ مُسَاهَمَةٌ (غَيْرُ مُشْتَرَكَةٍ)"
"non-participation","عَدَمُ الْإِشْتِرَاكِ بِـ"
"non-partisan","غير متحيز، غير متحزب (صفة)"
"non-proliferation of nuclear weapons","الحد من انتشار السلاح النووي (الأسلحة النووية)"
"non-proliferation","عدم نشر، الحد من انتشار"
"non-recognition","عدم الإقرار بـ، عدم الاعتراف بـ"
"non-religion","غير طائفي (صفة)"
"non-specification","عدم الإختصاص"
"non-violent","لا عنفي، بدون عنف (صفة)"
"nonconformism","تباين، عدم التوافق"
"nonprofit association","شركة المنفعة العامة"
"normal budget","مُوَازَنَة عَادِيَّة"
"normal","عادي، مألوف، اعتيادي (صفة)"
"normalization convention","اتفاقية (معاهدة) تطبيع الأمور (إعادة الأمور إلى طبيعتها أو جعلها طبيعية)"
"normalization of the relationships","إعادة العلاقات إلى طبيعتها"
"normalization","ضبط، تسوية، توحيد النمط، تنميط، تطبيع"
"normalize (to)","سوى، وحّد، ضبط، طُبع (أعاد الشيء إلى أصله)"
"North Africa","شال إفريقيا، الشمال الإفريقي"
"North America","أمريكا الشمالية، شال أمريكا"
"North Atlantic council","مجلس شال الأطلسي"
"North Atlantic pact organization","منظمة شال الأطلسي"
"North Atlantic pact","حلف شال الأطلسي (الناتو)"
"North Atlantic treaty","معاهدة شال الأطلسي"
"North Atlantic","شال الأطلسي"
"north","شال"
"northern council","مجلس الشمال"
"Norway kingdom","مملكة النرويج، المملكة النرويجية"
"Norway","النرويج"
"not political","غير سياسي (صفة)"
"not sure news","خبر غير مؤكد"
"not sure or not certain news","خبر غير مؤكد"
"not sure","غير أكيد (مؤكد) (صفة)"
"not warfare","اللاحتراب، عدم الاحتراب"
"not-nuclear weapon state","الدول غير المالكة للسلاح النووي"
"notables","أعيان (رجال الدولة)"
"notary","كاتب العدل، موثق العقود"
"note","ملاحظة، تأشيرة، علامة، مدونة"
"nothing can be done to it, untouchable","لا يباع، لا يمكن التصرف به (صفة)"
"notice","مُذكّرة"
"notification","إشعار، إخطار، إعلام، تبليغ"
"notify (to)","بَلِّغ، أخطر، أعلم"
"notify of the elections","تبليغ الانتخابات"
"nuclear arms","سلاح نووي"
"nuclear arsenal","ترسانة نووية (ذرية)"
"nuclear arsenal","ترسانة نووية (ترسانة الأسلحة النووية)"
"nuclear attack","هجوم (اعتداء) نووي (ذري)"
"nuclear attempt","تجربة نووية"
"nuclear battery, reactor","مجمع (مولد) ذري بطارية ذرية"
"nuclear bomb","قنبلة نووية"
"nuclear catastrophe","كارثة نووية (ذرية)"
"nuclear club (states owning energy or atomic weapon)","نادي (الدول المالكة للطاقة أو السلاح الذري)"
"nuclear committee","اللجنة النووية"
"nuclear construction","بناء الذرة، تركيب الذرة، التركيب النووي"
"nuclear counter-attack, retaliation","ضربة ذرية مضادة"
"nuclear deterrence","ردع نووي"
"nuclear disarmament","نَزْعُ السِّلَاحِ النووي"
"nuclear disintegration fission","انشطار نووي (ذري)"
"nuclear disintegration","تفتت ذري"
"nuclear dust","نفايات الذرة، غبار ذري"
"nuclear energy utilization","استخدام الطاقة النووية"
"nuclear energy","الطاقة الذرية، طاقة نووية"
"nuclear equipped head rocket","صاروخ مزود برأس نووي"
"nuclear explosion","تفجير ذري، انفجار ذري"
"nuclear extortion","ابتزاز نووي"
"nuclear fission","انشطار (تفتيت) ذري"
"nuclear force","قوات السلاح النووي"
"nuclear forces","قوات السلاح النووي"
"nuclear freight","شحنة نووية"
"nuclear movable warhead","رأس (صاعق) نووي متحرك"
"nuclear physicist","عالم في الفيزياء النووية"
"nuclear physics","الفيزياء النووية"
"nuclear potential","القدرة النووية"
"nuclear power plant","مصنع الذرة"
"nuclear power, potential","القوة (المقدرة) الذرية"
"nuclear power","دولة تملك السلاح النووي"
"nuclear radiation","الشعاع الذري، الإشعاعات النووية، إشعاع ذري"
"nuclear reaction","تفاعل نووي"
"nuclear reactor","مفاعل (مولد أو مجمع) ذري"
"nuclear research","أبحاث ذرية"
"nuclear rocket","صاروخ ذري (نووي)"
"nuclear rockets carrier","حاملة صواريخ نووية"
"nuclear strategy","استراتيجية الذرة، استراتيجية نووية"
"nuclear striking power","القوة الضاربة النووية"
"nuclear submarine","غواصة نووية"
"nuclear system","نظام نووي"
"nuclear test ban treaty","معاهدة إيقاف التجارب النووية"
"nuclear test","تجربة نووية (ج تجارب نووية)"
"nuclear theory","عمل الذرة (نظرية الذرة)"
"nuclear units","وحدات السلاح النووي"
"nuclear war","حرب نووية (ذرية)"
"nuclear warhead","رأس متفجر (صاعق ذري)"
"nuclear warhead","صاعق نووي، رأس نووي متفجر"
"nuclear warship","سفينة قتال نووية"
"nuclear waste","نفايات (فضلات) الذرة، غبار ذري"
"nuclear weapon armament (provide the army with nuclear weapon)","التسلّح النووي (تزويد الجيش بالسلاح النووي)"
"nuclear weapon armament","تسلّح نووي"
"nuclear weapon attempts","تجارب للسلاح النووي"
"nuclear weapon bearer","حامل (ناقل) السلاح النووي (حاملة السلاح النووي)"
"nuclear weapon carrier conveyor","ناقل (ناقلة) سلاح نووي"
"nuclear weapon control","الرقابة (إشراف/تفتيش) على الأسلحة النووية"
"nuclear weapon development","تطور الأسلحة النووية"
"nuclear weapon potential, n.","قوة (مقدرة) الأسلحة النووية"
"nuclear weapon state","دولة (مالكة) للسلاح النووي"
"nuclear weapon system","نظام (طراز) السلاح النووي"
"nuclear weapon use","استعمال (استخدام) الأسلحة النووية"
"nuclear weapons non-proliferation treaty","معاهدة الحد من (انتشار) السلاح النووي"
"nuclear weapons","أسلحة نووية (ذرية)"
"nuclear","نووي (صفة)"
"null and void","باطل، ملغى"
"null","باطل (صفة)"
"nullify (to)","يلغي، يفسخ، يُبطل (عقداً)، يعتبر باطلاً أو لاغياً"
"nullity, invalidity","بطلان، عدم صحة، عدم سريان"
"number of parliamentary seats","عدد المقاعد البرلمانية"
"number of votes","عدد الأصوات"
"o raise hands (during voting)","رُفِع الأيدي (عند التصويت)"
"oath of office","القَسَمُ الرَّسْمِيُّ، اليَمِينُ الرَّسْمِيُّ"
"oath","قَسَمٌ، يَمِينٌ"
