"English Term","Arabic Term"
"Prisoner of War Collecting Point Personnel Record","سجل افراد اسرى الحرب"
"Prisoner of War Collecting Point Processing Company","سرية شؤون اسرى الحرب"
"Prisoner of War Collecting Point Station","مركز شؤون اسرى الحرب"
"Private","جندى - خصوصي"
"Private Code","رمز خاص"
"Private Letter(Message)","كتاب شخصي - (رسالة شخصية)"
"Probability Factor","عامل الاحتمال"
"Probability Factor of Damage","احتمال التلف - احتمال الضرر"
"Probability Factor Fractional Damage","احتمال التلف / الضرر الجزئي"
"Probable Error","الخطأ المحتمل"
"Probable Error Line of Deployment","خط الانتشار المحتمل (في الهجوم الليلي)"
"Probably Destroyed (Aircraft)","الطلب المتبقي المحتمل تدبيرها"
"Probationer","سجين قيد المراقبة - سجين مراقب - (تحت التجربة لاحتمال اطلاق سراحه)"
"Problem","معضلة - مشكلة - مسألة - قضية"
"Problem, Map","معضلة على الخريطة"
"Procedure","اجراء - تصرف - سير - مسلك"
"Procedure Analysis","تحليل الاجراءات"
"Procedure Message","رسالة اجراءات"
"Procedure Sign(Prosign)","رمز اجراءات الاتصال (اشارة)"
"Procedure Word (Proword)","كلمة ======== (اشارة)"
"Procedure , Standing Operating","الأوامر المستديمة"
"Process","اسلوب - دعوة - سير - تقدم - تطور - - تفاعل - تداول أو مداولة"
"Processing","تطوير - تدبير - تصريف - معالجة - تفاعل - تسجيل - تحميض - تحويل"
"Processing Center","مركز تسجيل"
"Processing ,Photograph","تحميض وطبع الصور"
"Proclamation","اعلان - تصريح - اذاعة - نشر"
"Proclamation of State of Emergency","اعلان حالة الطوارئ"
"Proclamation of Martial Law","أعلان الأحكام العرفية"
"Procurement","نيل - استحصال - تحصيل - حصول - حيازة"
"Procurement Objective","هدف الحصول"
"Production","انتاج - انشاء - اظهار - تقديم - محصول - ثمرة - غلة"
"Production Loss Appraisal","تقدير خسارة الانتاج ( بسبب التلف اثناء الحرب )"
"Profession","مهنة - حرفة - صنعة - اقرار - اعتراف"
"Professional Army","جيش محترف"
"Professor of Military Science","استاذ علوم عسكرية"
"Proficiency","كفاءة - صلاحية - خبرة - مقدرة"
"Profile","صور جانبية - مقطع جانبي"
"Proforma","نموذج - صيغة - شكل"
"Program","منهج - برنامج - مشروع"
"Programed Strength","الملاك المخطط ( لفترة ما )"
"Program Management","ادارة المناهج - مظ-ور"
"Program Review and Analysis","مراجعة وتحليل المناهج"
"Program Review and Analysis Section","قسم المناهج - فرع المناهج"
"Progress","تقدم - رقي - ارتقاء"
"Progress Payment","دفع تدريجي - الدفع على فترات (بنسبة الانجاز)"
"Project","مشروع - ناتي"
"Project Account Classification","تصنيف حسابات المشروع"
"Project , To","يقذف - يسلط الضوء"
"Projectile","مقدوف"
"Projectile , Drill","مقدوف تدريب"
"Projectile , Dummy","مقدوف طيكلي"
"Projectile , Gas","مقدوف غازي"
"Projection","يسقط - بروز - عرض - قذف - تدبير - اسقاط - القاء"
"Projection , Angle of","زاوية القذف - الاسقاط"
"Projection , Film","عرض فلم"
"Projection , Mercator","رسم بطريقة ميركاتور (في الخرائط العسكرية)"
"Projector","جهاز عرض - قاذف"
"Projector , Reflecting","جهاز عرض عاكس"
"Prolongation","تمديد - اطالة"
"Prominence","نتوء - بروز - ظهور"
"Promotion List","لائحة الترقية"
"Prone Position","وضعية الامتداد"
"Prone Position Shelter","خندق وضع الامتداد"
"Proof","برعان - تجربة - اثبات"
"Proof , Bomb","محصن من القنابل - ضد القنابل"
"Proof , Water","ضد الماء"
"Propaganda","دعاية"
"Propel , To","يدفع - يحرك - يسير"
"Propellant","دافع - جهاز دفع - دافعة"
"Propeller","مروحة - دافعة - محرك"
"Propelling charge","عبوة دافعة"
"Property","ملك - خاصية - أموال - عقار"
"Property Accountability","محاسبة الممتلكات - مظ-ور"
"Property Book","سجل العهدة"
"Property Book Custodian","ضابط العهدة"
"Property Book Disposal Officer","ضابط توزيع العهدة والمسترجعات"
"Property Book Exchange","تبادل العهدة"
"Property Book Voucher","بطاقة صرف عهدة"
"Proportion , To","يعادل - يعاير - يوزع نسبيا"
"Propulsion","دفع - جر - تحريك - تسيير"
"Propulsion , To","دفع نفاث"
"Propulsion , Rocket","دفع صاروخي"
"Protected Personnel","افراد محميون"
"Protecting Power","القوة الحامية - قوة واقية"
"Protective Clothing","ملابس واقية"
"Protective Clothing Cover","ساتر واقي ( ساتر بلاستيكي للوقاية من الغازات )"
"Protective Clothing Fire","نيران حماية"
"Protective Clothing Mask","قناع واقي"
"Protective Clothing Minefield","حقل الخام وقائي"
"Protective Clothing Ointment","مرهم وقائي"
"Protector","حامي - واقي"
"Prototype","النموذج الأصلي"
"Protractor","منقلة"
"Provision","مؤونة - زاد - مدخر - امداد"
"Provisional","وقتي - مؤقت - تمويني"
"Provisional Map","خريطة وقتية بالرسم"
"Provisional Pass","تشريح مؤقت"
"Provisional Unit","وحدة مؤقتة"
"Provisioning","عملية - تجهيز - تزويد - امداد"
"Provost","البوليس الحربي"
"Provost Court","مجلس عسكري ( لمحاكمة المدنيين والعسكريين في المناطق المحتلة )"
"Provost Marshal","قائد البوليس الحربي"
"Proximity Fuze","طبة تعمل بتأثير خارجي"
"Psychochemical Agent","مادة كيماوية"
"Psychological Activities","النشاطات النفسية"
"Psychological Activities Operations","العمليات النفسية"
"Psychological Activities Warfare","الحرب النفسية"
"Psychological Warfare","هدف الحرب النفسية"
"Psychological Warfare Task","واجب الحرب النفسية"
"Psychological Warfare Task Theme","موضوع الحرب النفسية"
"Public Affairs","الشؤون العامة"
"Public Affairs Information","الأعلام العام"
"Public Affairs Activities","أوجه نشاط الأعلام العام"
"Public Affairs Agency","وكالة الأعلام العام"
"Public Affairs Security","الأمن العام"
"Publication","نشر - اعلان - إذاعة - نشرة"
"Publish","ينشر - يضع - يجلن"
"Punishment Book","سجل العقوبات"
"Punitive Articles","مواد العقوبات العسكرية"
"Purchase","يشترى - يجوز - يمتلك - مشتروات"
"Purchase Request","طلب الشراء"
"Purchase Responsibility","مسؤولية الشراء"
"Purchase Office","مكتب المشتروات"
"Pursuit","مطاردة"
"Pyrotechnics","طلقات الإشارة"
"Pyrotechnic Pistol","مسدس إشارة"
"Quadrant","ربع دائرة ( مدفعية )"
"Quadrant Angle of Elevation","زاوية ارتفاع ربع الدائرة"
"Quadrant Elevation","زاوية ارتفاع ربع الدائرة ( مدفعية )"
"Quadrant Mount","قاعدة الموزولة . قاعدة ربع الدائرة ( مدفعية )"
"Quadrant Sight","مسددة ربع الدائرة ( مدفعية )"
"Qualifications in Arms","درجات المهارة في الأسلحة"
"Qualification Record","سجل المؤهلات"
"Qualitative Distribution","التوزيع النوعي للطاقات البشرية"
"of Manpower.","بين القوات المسلحة"
"Qualitative Materiel Development","هدف التطوير النوعي للمواد"
"Qualitative Materiel Requirement","الاحتياج النوعي للمواد"
"Quality Assurance","ضمان جودة الصنف"
"Quality Assurance Control","مراقبة جودة الصنف"
"Quantity","كمية - مقدار"
"Quarry","محجر - مقلع"
"Quartering","اسكان - ايواء"
"Quartering Party","جماعة الاسكان"
"Quartermaster (QM)","١- ضابط التموين والمهات - ٢- أعمال التموين والمهات"
"Quarters","سكن - ساكن"
"Quarters and Subsistence","بدل سكن واعاشة"
"Quarters in Kind","سكن عيني ( تأمين الساكن لأفراد الجيش عينا ليس نقدا )"
"Quick Fire","رمي سريع جدا"
"Quick Fire March","السير السريع ( ايجاز )"
"Quick Fire Time","خطى متسارعة ( بسرعة ١٢٠ خطوة/الدقيق بطول ٣٠ بوصة للخطوة)"
"Quit","يترك - يخرج - يغادر - يعتق - يحرر"
"Quota","نصيب - نصاب - حصة - قرعة - مطور - مجلة"
"Radiac (Radio Activity) ١- اسلوب الكشف عن النشاط الأشماعي","٢- أداة \" \" \" \" \""
"Radial Line Plot تخطيط الخط الشماعي ( طريقة التخطيط","في عمل الخرائط من الصور الجوية )"
"Radio Approach Aids معدات الاقتراب اللاسلكية ( معدات تساعد","الطائرة على الاقتراب من مدرج الهبوط )"
"Radio Beacon","مرشد لاسلكي للتوجيه (للطائرات أو السفن)"
"Radio Beacon Control","سيطرة بالاسلكي - توجيه بالاسلكي"
"Radio Beacon Countermeasures","الأجراءات اللاسلكية المضادة"
"Radio Beacon Day","يوم لاسلكي (من منتصف ليلة إلى منتصف الليلة التي تليها)"
"Radio Beacon Deception","الخداع اللاسلكي"
"Radio Beacon Detection","الكشف بالاسلكي"
"Radio Beacon Direction Finding","تحديد اتجاه بالاسلكي (بواسطة الذبذبات الواردة بجهاز آخر)"
"Radio Facility Charts","لوحات إيضاح المحطات اللاسلكية"
"Radio Facility Charts Fix","تحديد موقع جهاز لاسلكي"
"Radio Facility Charts Jamming","التشويش أو التداخل اللاسلكي"
"Radio Facility Charts Location","تحديد موقع هدف بالاسلكي"
"Radiological Agent","عامل إشعاعي"
"Radiological Defense","الدفاع ضد الإشعاعات"
"Radiological Defense Dose","جرعات إشعاعية"
"Radiological Defense Monitoring","كشف وقياس الإشعاعات"
"Radiological Operations","العمليات الإشعاعية"
"Radiological Operations Safety","إجراءات السلامة من الإشعاعات"
"(see also:Radiological Defense)","ارتفاع الطيران أثناء المسح الإشعاعي"
"Radiological Survey Instrument","أداة مسح إشعاعي"
"Radiological Warfare","الحرب الإشعاعية"
"Radio Navigation","ملاحة بالاسلكي"
"Radio Navigation Guidance","إرشاد الملاحة بالاسلكي"
"Radio Navigation Position Finding","تحديد موقع جهاز اللاسلكي"
"Radio Navigation Procedure","الأجراءات اللاسلكية (الأصطلاحات اللاسلكية)"
"Radio Navigation Range","مدى اللاسلكي"
"Radio Navigation Finding","تحديد المدى بالاسلكي"
"Radio Navigation Recognition","تمييز الإشارات اللاسلكية"
"Radio Navigation and Identification.","التمييز وإثبات الهوية بالاسلكي - مظ"
"Radio Relay System نظام اعادة الارسال . نظام توسط الارسال","٢ - شبكة تقوية الارسال . شبكة اعادة الارسال . شبكة توسط الارسال ."
"Radio Silence","السمت اللاسلكي"
"Radio Silence Telegraph","برقية لاسلكية"
"Radio Silence Telephone","تلفون لاسلكي - هاتف لاسلكي"
"Radio Silence Traffic","حركة الاتصال اللاسلكي"
"Radio Silence Wave","موجة اللاسلكي"
"Radius","نصف قطر - مدى - شعاع"
"Radius of Action","مدى العمل"
"Radius Damage","مدى الضرر"
"Radius Safety","مدى السلامة . مدى الأمان"
"Radius Visibility","مدى الرؤية"
"Raid","غارة"
"Raid Clerk","سجل الغارات"
"Rail","خط سكة الحديد . سكة الحديد"
"Rail Head","رأس سكة الحديد"
"Rail Loading","تحميل القطارات"
"Railroad Ground Storage yard","فناء التخزين في محطة سكة الحديد"
"Railroad Ground Storage yard Transportation Officer","ضابط نقل سكة الحديد"
"Railway Equipement","معدات سكة الحديد"
"Railway Equipement Service","وحدة سكة الحديد"
"Railway Equipement Shop","ورشة سكة الحديد"
"Rainy Season","فصل الأمطار - موسم الأمطار"
"Raise Pistol","١ - رفع السدس - اخراج السدس - ٢ - ارفع السدس ( ايجاز )"
"Ralling Point","نقطة تجمع"
"Ramjet","محرك نفاث تضاعطي"
"Ramp Sight","قاعدة تسديد"
"Ramrod","ممراط - قضيب التنظيف ( للبندقية )"
"Random Mixed Alphabet","ترتيب الحروف بطريقة راندوم"
"Range","مدى - مجال"
"Range Adjustment","تضبيط المدى - مظ - ٧.٢."
"Range Angle","زاوية المدى"
"Range Angle Board","لوحة المدى - لوحة الرمي"
"Range Angle Calibration","معايرة المدى"
"Range Angle Card","بطاقة المدى"
"Range Angle Correction","تصحيح المدى"
"Range Angle Board","لوحة تصحيح المدى"
"Range Angle Corrector Setting","تخطيط مقياس المدى"
"Range Angle Deflection Fan","مروحة المدى والانحراف"
"Range Angle Protractor","منقلة المدى والانحراف"
"Range Angle Deviation","خطأ المدى ( في المسافة )"
"Range Angle Difference","فرق المدى - اختلاف المدى"
"Range Angle Disk","قرص المدى"
"Range Angle Dispersion Diagram","مخطط انتشار الطلقات لمنطقة x ٥٠"
"Range Angle Drum","اسطوان المدى ( دليل اسطواني الشكل لأحكام المدى للمدفع )"
"Range Error","خطأ المدى"
"Range Error Finder","جهاز ايجاد المدى"
"Range Error Flag","علم الرماية"
"Range Error Guard","حارس ميدان الرماية"
"Range Error House","مكتب ميدان الرماية"
"Range Error Indicator","دليل المدى"
"Range Error Ladder","سلم الرمي ( بحرية )"
"Range Error of Flight","مدى الطيران"
"Range Error Visibility","مدى الرؤية"
"Range Error Probable Error","خطأ المدى المحتمل"
"Range Error Quadrant","ربع دائرة ( مزولة المدى )"
"Ranger","فدائي - مفهور - جندي صاعقة"
"Range Rake","مقياس الزوايا ( اداة على شكل حرف T )"
"Range Scale","عليها خوايير تشكل مع قاعدتها زوايا تساعد الملاحظ الجانبي على ايجاد انحراف الزاوي على الهدف مقياس المدى"
"Range Scale Section","جماعة تحديد المدى ( للمدفعية )"
"Range Scale Sensing","تحسين المدى ( تقدير تقريبي )"
"Range Spotting","تعيين المدى (بملاحظة سقوط الطلقات)"
"Range Spotting Spread","انتشار الطلقات للمدى"
"Range Spotting Table","جدول الرماية"
"Range Spotting (Transport Vehicles)","مدى العربة (المسافة التي تقطعها بالوقود المنفصل لها)"
"Range Spotting , Adjusted","مدى ضبط - مدى مصحح"
"Range Spotting , Close","مدى قريب"
"Range Spotting , Frequency","مدى الذبذبة"
"Range Spotting , Long","مدى بعيد"
"Range Spotting , Out of","خارج المدى"
"Range Spotting , Within Rifle","في مدى البندقية - داخل مدى البندقية"
"Ranging","تحديد المدى - أحكام المدى - إيجاد المدى"
"Ranging Pole","شاخص المدى"
"Rank","رتبة - صنف"
"Rank , To","يصف - يرتب - يصف"
"Ranks , All","جميع الرتب"
"Rank , Date of","تاريخ الترقية"
"Rank , Date of , Double","صف مزدوج"
"Rank , Date of , Honory","رتبة شرف - رتبة فخرية"
"Ranks , Out of","خارج الصفوف"
"Rank , Permanent","رتبة ثابتة"
"Rank , Permanent , Rear","الصف الخلفي"
"Rank , Permanent , Single","صف مفرد - صف على نسق واحد"
"Rank , Permanent , Temporary","رتبة مؤقتة"
"Ranks , The","الجنود"
"Rapid Fire","رعي سريع"
"Rapid Fire Service Items","مواد الخدمة العاجلة (تؤمن بدون تأخير)"
"Rate","معدل - تعريفة - درجة - سرعة (معدل السرعة)"
"Rate of Fire","معدل النيران (معدل الرمي)"
"Rate March","معدل المسير - سرعة المسير"
"Rate Movement","معدل التحرك - سرعة التحرك"
"Rate , Supply","معدل التموين"
"Rate , Wind","معدل الريح - سرعة الريح"
"Rating","تقدير - تثمين - تخمين - تصنيف - قيمة - قدرة"
"Rating , Efficiency","تقدير الكفاءة"
"Ratio","نسبة - معدل"
"Raticing","تكبير أو تصغير الصور"
"Ratio Method","طريقة تكبير أو تصغير الصور"
"Ration","اعاشة"
"Ration Allowances","بدل اعاشة"
"Ration and Savings Accounts","حسابات الأعاشة والأدخار"
"Ration Articles","مواد اعاشة (بموجب نصوص أنظمة الجيش)"
"Ration Basis of Issue","نظام صرف الأعاشة (ثلاث وجبات: فطور، غداء، عشاء، )"
"Ration Cycle","اعاشة يوم كامل (ابتداء من أية وجبة معينة في اليوم)"
"Ration","اساشة"
"Ration Interval","فترة الأعاشة (من تاريخ الطلب لغاية الاستهلاك)"
"Ration Return","بطاقة طلب تعويض الأعاشة"
"Ration Saving","متوفرات الأعاشة (فقد)"
"Ration Scale","مقياس الأعاشة"
"Ration Inkind","اعاشة عينية"
"Ration Strength","مستعدوا الأعاشة (الموجود افعلي المستحق للأعاشة)"
"Ration Supplements","مكلا ت الأعاشة (كالسجائر وخلافها)"
"Ration , Daily","اعاشة يومية"
"Ration , Emergencey","اعاشة طوارئ"
"Ration Factor","عامل الأعاشة اليومية للفرد"
"Ration , Field","اعاشة ميدان"
"Ravine","مسيل أو شعيب"
"Rawin","ملاحظ الرياح العليا ( بالبالون والوسائل الإلكترونية)"
"Rawinsonde","رصد جوي الكتروني"
"Raw Score","العلامة الأصلية . الدرجة الأصلية"
"Reaction","رد فعل . تفاعل"
"Reaction Propulsion","دفع معاكس"
"Reactor","مفاعل - مقاوم"
"Readiness","استعداد . تأهب"
"Readiness , in","في حالة استعداد . في حالة تأهب"
"Ready Missile","قذيفة جاهزة للأطلاق"
"Ready Missile Rack","حالة ذخيرة مجهزة"
"Ready Missile Reserve","الأحتياطي الجاهز"
"Real Account","الحساب العقلي"
"Real Account Estate","العقار"
"Rear Area","المنطقة الخلفية"
"Rear Area Security","أمن المنطقة الخلفية"
"Rear Area Control","مركز مراقبة أمن المنطقة الخلفية"
"Rear Area Security Controller","مراقب أمن المنطقة الخلفية"
"Rear Area Security Controller Barrier","المانع الخلفي"
"Rear Area Security Controller Echelon","القيادة الخلفية (خاصة بالتموين والأدارة)"
"Rear Area Security Controller Guard","حرس المؤخرة"
"Rear Area Security Controller Point","نقطة خلفية"
"Reason","سبب . داع . مبرر . صواب . حجة"
"Rebuild","اعادة بناء - تجديد"
"Recall to Active Duty","استدعاء للخدمة العامة"
"Receive","يستلم . يستقبل"
"Receiver","مستقبل . جهاز استقبال . ستلم"
"Receiving Officer","ضابط استقبال . ضابط استلام"
"Receiving Officer Station","محطة استقبال . محطة استلام"
"Receptee","الشخص المستقبل (بفتح الباب)"
"Reception","استقبال . استلام . قبول"
"Reception Party","حفلة استقبال"
"Reception Period","فترة الاستقبال . فترة الاستلام"
"Reception Station","محطة الاستقبال . محطة الاستلام"
"Reciprocal Jurisdiction","قضاء مشترك . قضاء متبادل (تحويل فسر من القوات المسلحة بمحاكمة فرد من فرع آخر وبالعكس)"
"Reciprocal Laying","توجيه مشترك . توجيه متبادل (بين قطع المدفعية)"
"Reclamation","مطالبة . اعتراض . التماس . استعادة . استرداد"
"Recognition","معرفة . تمييز . تعارف . تصرف"
"Recognition and Identification System نظام تمييز وتحقيق الهوية. Signal","إشارة تمييز . إشارة تعرف"
"Recoil Booster","مساعد الارتداد . موازن الارتداد"
"Recoil Booster Cylinder","اسطوانة الارتداد"
"Recoilless Rifle","بندقية عديمة الارتداد"
"Recoil Mechanism","آلية الارتداد . جهاز الارتداد"
"Recoil Mechanism Operated","يعمل بالارتداد"
"Recoil Mechanism Pit","حفرة الارتداد ( خلف السلاح )"
"Recoil Mechanism System","جهاز الارتداد"
"Recondition","تجديد . اصلاح"
"Recommend . To","يوصي"
"Recommendation","توصية"
"Reconnaissance","استطلاع"
"Reconnaissance & Security Positions(RSP)","مواقع الأمن والاستطلاع"
"Reconnaissance Underwater Demolition","جماعة الاستطلاع والنصف"
"Group.","تحت الماء."
"Reconnaissance Broadcast","اذاعة أو نشر نتائج الاستطلاع (بالراديو)"
"Reconnaissance Broadcast By Fire","الاستطلاع بالنيران"
"Reconnaissance Broadcast in Force","الاستطلاع بالقوة"
"Reconnaissance Broadcast Map","خريطة الاستطلاع"
"Reconnaissance Broadcast Mission","مهمة الاستطلاع"
"Reconnaissance Net","شبكة استطلاع"
"Reconnaissance Net Officer","ضابط استطلاع"
"Reconnaissance Net of Position","استطلاع الموقف"
"Reconnaissance Net Party","جماعة الاستطلاع"
"Reconnaissance Net Patrol","دورية استطلاع"
"Reconnaissance Net , Photography","تصوير جوى استطلاعي"
"Reconnaissance Net Plane","طائرة استطلاع"
"Reconnaissance Net Report","تقرير استطلاع"
"Reconnaissance Net Strip","شريط استطلاع مصور (سلسلة من الصور الجوية)"
"Reconnaissance Net ,Map","استطلاع من الخريطة"
"Reconnaissance , Strategical .","استطلاع استراتيجي"
"Reconnaissance , Strategical . , Tactical","استطلاع تكتيكي"
"Reconnaissance , Strategical . , Visual","استطلاع نظري (بالعين)"
"Reconnoitre , To","يستطيع . يستكشف"
"Reconsignment","إعادة الحمولة . تحويل الشحنة"
"Reconstitute","إعادة إنشاء . إعادة تشكيل"
"Record as Target","سجل كهدف ( أمر )"
"Record as Target Firing","رمي تسجيل . رماية سجلية ( تمرين )"
"Records","سجلات"
"Records Administration","إدارة السجلات"
"Records Administrators","كتبة السجلات"
"Records Center","مركز السجلات"
"Records Control Schedule","جدول مراقبة السجلات"
"Records Management Officer","ضابط إدارة السجلات"
"Recoupment","غرامة"
"Recover","يستعيد . يسترد . يحصل على . يشفى"
"Recoverable Item","مادة قابلة للاسترداد . مادة يمكن استعمالها (بعد الأصلاح )"
"Recovery","استرداد . استرجاع . نجدة . إخلاء . شفاء"
"Recovery and Reconstitution","الاسترجاع وإعادة الإنشاء"
"Recovery Party","جماعة النجدة والإنقاذ"
"Recreation Center","مركز ترفيه"
"Recruit","ستجد"
"Recruiting Main Station","محطة تجنيد رئيسية . مركز تجنيد رئيسي"
"Recruiting Main Station Objective","هدف التجنيد"
"Recruiting Main Station Station","محطة تجنيد . مركز تجنيد"
"Rectangle of Despersion","مستطيل الأنشار ( منطقة مستطيلة تقع فيها طلقات المدفعية حسب بيانات الرماية )"
"Rectangular Coordinates","الأحداثيات المتعامدة"
"Recurring Demand","طلب دوري . طلب تكراري"
"Recurring Demand Issue","صرف دوري . صرف تكراري"
"Redeployment","إعادة نقل . إعادة ترحيل"
"Redesignation","إعادة تعيين . إعادة تسمية"
"REDEYE","صاروخ ريداي ( يطلق من الكتف ضد أهداف جوية )"
"Redistribution","إعادة توزيع"
"REDSTONE","صاروخ ريدستون ( موجه من الأرض للأرض )"
"Reduced Charge","عبوة ناقصة . عبوة مخففة"
"Reduced Strength Column","الملاك الناقص ( في جدول التنظيم والمعدات )"
"Reduced Strength Unit","وحدة مخففة الملاك"
"Reduction","تخفيف . تقليل . اقلال . تخفيض . تصغير . اختصار"
"Reduction Coefficient","عامل المدى ( حساب مدفعية )"
"Reduction in Force","تخفيض اضطراري للأفراد المدنيين"
"Reduction Table","جدول التخفيض"
"Reenlistment","إعادة التجنيد ( تطوعا )"
"Reenlistment Rate","معدل إعادة التجنيد"
"Refer","ينسب . يسند . يشير . يحيل . يقصد . يبلغ"
"Reference","مرجع . سند . وثيقة . شهادة . مذكرة"
"Reference Line","خط المرجع"
"Reference Line Number","رقم المرجع"
"Reference Line Piece","مدفع المرجع"
"Reference Line Point","نقطة مرجع"
"Referring Point","نقطة مراجعة ( مدفعية )"
"Reflecting Projector","جهاز عرض"
"Reflex Force","قوة رد الفعل ( طيران )"
"Reflex Force Sight","جهاز تسديد عاكس"
"Reflight","إعادة الطيران . إعادة التحليق ( لغرض التصوير )"
"Refuel , Tc","يعيد التزود بالوقود"
"Refugee","لا جئ"
"Regiment","لواء"
"Regimental Landing Team","جماعة انزال اللواء . فريق انزال اللواء"
"Regimental Landing Team Train","قافلة اللواء"
"Regional Boundaries","حدود اقليمية"
"Regional Chart","خريطة اقليم . ( تستخدم في الملاحة الجوية خاصة وهي - ذات مقياس رسم ( ١٠٠٠٠٠٠ / ١ ) - حـظـور"
"Regional Purchase","مشتروات اقليمية . مشتروات محلية"
"Registered Document","وثيقة سجلية . مذكرة سجلية"
"Registered Document Matter","مادة سجلية"
"Registered Document Publications","نشرات سجلية . مطبوعات سجلية"
"Register Number","رقم السجل"
"Registrant","مسجل (الشخص الذي يتقدم لتسجيل اسمه في القوات المسلحة)"
"Registrar","مسجل . مأمور السجل"
"Registration Fire","نيران تسجيل"
"Registration Fire Number","رقم التسجيل"
"Registration Fire Point","نقطة تسجيل"
"Regular Army","الجيش النظامي ."
"Regular Army Sheaf","حزمة نيران منتظمة"
"Regulated Item","صنف محدد الصرف . مادة مقيدة الصرف"
"Regulating Officer","ضابط تنظيم الحركة"
"Regulating Officer Station","مركز ========="
"Regulating Officer Unit","وحدة تنظيم السير"
"Regulatory Signs","اشارات تنظيم المرور"
"Rehabilitation","تصحيح . اعادة . بناء . تقويم . سرد الاعتبار أو الحقوق"
"Rehabilitation Training Center","مركز تدريب اصلاحي (للسجن)"
"Rehearsal","تمرين تجريبي"
"Reinforce , To","يعزز"
"Reinforcement Capability","امكانية التعزيز ."
"Reinforcement Capability Mission","مهمة تعزيز"
"Reinforcing Artillery Fire","نيران مدفعية التعزيز"
"Reinforcing Artillery Fire Mission","مهمة مدفعية التعزيز"
"Relative Biological Effectiveness (RBE)","الفعالية النسبية الجرثومية"
"Release Altitude","ارتفاع القذف من الجو"
"Release Altitude Point","نقطة الانطلاق . نقطة التفرق (تحركات)"
"Releasing Officer","ضابط الاصدار (رسائل وأوامر)"
"Reliability","وثوق . اعتماد"
"Relief Commander","قائد تبديل الحرس"
"Relief Commander Form Active Duty","التسريح من الخدمة العاملة - حـظـور"
"Relief in Place","التبديل في الموقع"
"Relieve , To","يبدل . يعفي . (وظيفة) ينحي"
"Relieved Unit","الوحدة المبدلة"
"Relieving Unit","وحدة التبديل"
"Relocation","اعادة تعيين مكان . تصحيح"
"Relocation Clock","مخطط دائري لأحكام الرمي"
"Remaining Forces","القوات الباقية (بعد المعركة)"
"Remaining Forces Velocity","السرعة الثابتة"
"Remote","خارج . بعيد . عن بعد"
"Remote Control Unit","جهاز السيطرة عن بعد (لا سلكي)"
"Remate Gun Control","ادارة الرمي عن بعد"
"Removal","رفع . نزع . نقل . ازالة . حذف"
"Removal of Rubbish","ازالة الأنقاض"
"Rendezvous Area","منطقة التقابل . منطقة الألتقاء"
"Renegotiation","اعادة المفاوضة . اعادة المداولة . اعادة الممارسة"
"Renegotiation Agreement","الانتقائية الناتجة عن اعادة المفاوضات"
"Reorder Cycle","فترة اعادة الطلب"
"Reorder Cycle Point","وقت اعادة الطلب"
"Reorganization","اعادة التنظيم"
"Reorganize , To","يعيد التنظيم"
"Repair","يصلح . يرمم . اصلاح . ترميم ."
"Repair Kit","عدة الأصلاح"
"Repair Parts","قطع الأصلاح"
"Repair List","قائمة قطع الأصلاح"
"Repairs and Utilities","١- الأصلاحات والخدمة العامة"
"Repeat Range","كرر المدى ( ايجاز)"
"Repel , To","يصد"
"Replacement","تعويض"
"Replacement Company","سرية التعويض"
"Replacement Demand","طلب التعويض"
"Replacement Factor","عامل التمويض"
"Replacement Factor Issues","صرفات التمويض"
"Replenishment","استكمال النقص - إعادة التموين - إعادة ملء"
"Reply","١ - يجاب يرد (٢) جواب - رد (أمر)"
"Report","٣ - اجابة - رد"
"Reporting Center","تقرير - بيان - محضر - بلاغ"
"Report Line","مركز تبليغ"
"Report of Change","خط التبليغ ( هو خط المرحلة )"
"Report of Change Investigation","تقرير التغييرات ( في سجل الخابط)"
"Report of Change Separation","تقرير تحقيق - مذكرة تحقيق - محضر تحقيق"
"Report of Change Survey","تقرير تسريح - مذكرة تسريح"
"Representation","تقرير تفتيش وتحقيق"
"Representative Fraction","تمثيل - نيابة"
"Reproduce , To","مقياس رسم كسرى ( مثل ١ / ٥٠٠٠ )"
"Reproduction","يكرر الأنتاج - ينسخ - تناسل"
"Reproduction , Map","تكرار الأنتاج - تناسل - نسخ"
"Request","نسخ الخرائط"
"Required Military Force","طلب - التماس - عريضة - معروض"
"Required Military Force Supply Rate","القوة العسكرية اللازمة"
"Requirement Plan","معدل التموين اللازم"
"Requirements","خطة الاحتياج"
"Requirements Objective","الاحتياجات"
"Requirements Responsibility","هدف الاحتياجات"
"Requiring Department","مسؤولية تحديد الاحتياجات"
"Requisition","الجهة صاحبة الطلب"
"Requisitioning Objective","طلب - التماس - استدعاء - تسخير"
"Rescind","هدف الطلب"
"Rescue","يبطل - يلغني - يقسخ - ينقض"
"Rescue Boat","انقاذ - نجدة - عون - اسعاف - تخليص"
"Rescue Coordination Center","مركز تنسيق الإنقاذ"
"Rescue Coordination Center Crew","جماعة الإنقاذ"
"Rescue Coordination Center Officer","ضابط الإنقاذ"
"Rescue Coordination Center Service","وحدة الإنقاذ"
"Rescue Coordination Center Vehicle","عربة الإنقاذ"
"Research","بحث . تفتيش. تنقيب. دراسة"
"Research . and Development","البحث والتطوير"
"Resection","تقاطع خلفي"
"Reservation","حجز . حفظ. احتفاظ. أرض محجوزة. تحفظ"
